species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25
Caryocar pallidum,100,0,0,N/A,1500,N/A,N/A
Caryodendron orinocense,1300,1400,1600,N/A,700,N/A,N/A
Casearia aculeata,1100,2000,1100,900,1400,1500,N/A
Casearia arborea,2400,1900,1700,2300,1600,1100,N/A
Casearia cajambrensis,1600,900,1100,500,N/A,N/A,N/A
Casearia combaymensis,0,800,1900,N/A,0,0,N/A
Casearia decandra,700,1300,1600,1500,1300,2100,N/A
Casearia mariquitensis,1800,2500,1900,N/A,2200,0,N/A
Casearia megacarpa,700,1800,800,N/A,0,N/A,N/A
Casearia prunifolia,100,2700,2000,2000,0,N/A,N/A
Casearia quinduensis,700,2000,1100,400,N/A,N/A,N/A
Casearia sylvestris,2200,1900,2700,2200,3000,2700,1100
Casearia tachirensis,1000,800,600,1000,900,N/A,N/A
Casearia ulmifolia,500,1000,900,500,1000,N/A,N/A
Casearia zahlbruckneri,700,400,400,500,800,100,N/A
Cassipourea guianensis,1300,900,1400,N/A,N/A,N/A,N/A
Castilla elastica,2100,1300,500,N/A,N/A,0,N/A
Castilla tunu,1200,400,0,N/A,N/A,N/A,N/A
Cathedra acuminata,1300,100,1400,100,100,N/A,N/A
Cavendishia bracteata,3700,2900,2900,2500,3000,3200,N/A
Cavendishia pubescens,3500,2200,200,1500,1200,2100,N/A
Cecropia angustifolia,2100,1900,2400,900,2400,1200,N/A
Cecropia bullata,100,400,200,N/A,N/A,N/A,N/A
Cecropia engleriana,800,1000,1900,0,2600,0,N/A
Cecropia gabrielis,700,700,300,N/A,N/A,N/A,N/A
Cecropia hispidissima,1600,1100,600,N/A,N/A,N/A,N/A
Cecropia insignis,900,800,0,N/A,N/A,N/A,N/A
Cecropia membranacea,1000,1400,300,300,1700,800,N/A
Cecropia obtusifolia,2100,1800,1100,N/A,N/A,N/A,N/A
Cecropia peltata,2100,1800,0,N/A,N/A,N/A,N/A
Cecropia reticulata,800,1700,1600,N/A,N/A,N/A,N/A
Cecropia sciadophylla,0,1200,1200,200,700,1800,N/A
Cecropia telenitida,2700,1300,700,200,N/A,N/A,N/A
Cedrela fissilis,1000,0,2000,500,3100,2100,1500
Cedrela lilloi,0,N/A,N/A,0,2600,1500,600
Cedrela montana,2800,2800,1500,200,2600,0,0
Cedrela odorata,2100,2300,2700,2700,3400,2700,1100
Ceiba pentandra,2000,1400,1800,1600,1700,0,N/A
Ceiba speciosa,400,600,1400,0,1700,1400,0
Celtis iguanaea,1500,1300,1700,1600,2000,2000,1100
Celtis schippii,1400,1200,700,2300,1200,300,N/A
Centronia laurifolia,0,300,1500,1300,0,N/A,N/A
Ceroxylon parvifrons,1100,800,1800,N/A,1300,1400,N/A
Ceroxylon quindiuense,1400,1500,N/A,0,N/A,N/A,N/A
Ceroxylon vogelianum,1900,700,600,800,1200,0,N/A
Cespedesia spathulata,1400,2500,1900,1300,900,400,N/A
Cestrum conglomeratum,0,N/A,600,1600,2600,2900,N/A
Cestrum humboldtii,1300,2300,2200,1400,400,N/A,N/A
Cestrum megalophyllum,2800,2600,1900,200,1900,1800,N/A
Cestrum petiolare,2000,700,300,0,100,N/A,N/A
Cestrum racemosum,3000,2900,1400,1000,2000,600,N/A
Chamaedorea allenii,1200,100,N/A,N/A,0,N/A,N/A
Chamaedorea linearis,2400,2900,2200,1800,2600,1800,N/A
Chamaedorea pinnatifrons,3600,2900,3000,2200,2700,1900,N/A
Cheiloclinium cognatum,700,1000,1300,1300,2500,1000,N/A
Chimarrhis glabriflora,100,N/A,900,700,900,700,N/A
Chimarrhis hookeri,300,600,1100,1100,1400,1000,N/A
Chlorocardium venenosum,0,700,1000,N/A,N/A,N/A,N/A
Chloroleucon mangense,100,2300,N/A,400,N/A,N/A,0
Chomelia paniculata,700,N/A,1300,1500,1600,1200,N/A
Chomelia polyantha,300,N/A,0,100,N/A,N/A,N/A
Chomelia spinosa,600,1100,1200,N/A,1600,N/A,N/A
Chomelia tenuiflora,2100,900,1900,1800,2000,1000,N/A
Chrysochlamys colombiana,2700,2600,500,N/A,N/A,N/A,N/A
Chrysochlamys dependens,2200,1900,2200,0,N/A,N/A,N/A
Chrysochlamys macrophylla,1600,900,1900,300,N/A,1400,N/A
Chrysochlamys membranacea,2400,1700,2300,0,1600,N/A,N/A
Chrysochlamys nicaraguensis,1300,2600,0,N/A,N/A,N/A,N/A
Chrysochlamys ulei,1000,1100,0,500,1300,N/A,N/A
Chrysochlamys weberbaueri,1500,1300,900,1600,2100,1400,N/A
Chrysophyllum argenteum,2500,1300,1100,1700,1300,500,N/A
Chrysophyllum colombianum,500,1300,800,0,300,N/A,N/A
Chrysophyllum lucentifolium,900,1200,1000,N/A,900,0,N/A
Chrysophyllum prieurii,700,500,400,600,1300,N/A,N/A
Acalypha stenoloba,N/A,0,2400,1500,1600,2400,N/A
Achatocarpus praecox,N/A,0,N/A,1300,600,1800,900
Agonandra silvatica,N/A,0,500,400,1800,N/A,N/A
Aiouea grandifolia,N/A,100,0,1300,1400,0,N/A
Allophylus divaricatus,N/A,0,600,100,1300,1000,N/A
Allophylus dodsonii,N/A,0,100,N/A,0,N/A,N/A
Allophylus incanus,N/A,2100,2200,N/A,0,N/A,N/A
Allophylus pilosus,N/A,300,2700,100,1500,N/A,N/A
Cinchona calisaya,N/A,0,N/A,N/A,3000,2200,N/A
Cinchona pyrifolia,N/A,0,N/A,N/A,900,0,N/A
Clavija eggersiana,N/A,1800,1900,0,N/A,N/A,N/A
Clethra ferruginea,N/A,0,1000,800,1900,500,N/A
Clethra obovata,N/A,300,1400,0,2600,N/A,N/A
Clethra pedicellaris,N/A,1500,1100,1700,2400,500,N/A
Clusia pavonii,N/A,0,0,500,0,N/A,N/A
Clusia schultesii,N/A,500,1500,0,1500,N/A,N/A
Coccoloba peruviana,N/A,0,1700,300,1200,700,N/A
Cordia lomatoloba,N/A,1000,900,0,2300,N/A,N/A
Cordia lutea,N/A,2600,2800,1300,0,0,N/A
Cordia trichotoma,N/A,0,0,N/A,0,1700,1300
Cordia ucayaliensis,N/A,600,1700,2400,1600,1700,N/A
Coussarea ecuadorensis,N/A,1200,1400,0,0,N/A,N/A
Coussarea tenuiflora,N/A,0,300,900,N/A,N/A,N/A
Critoniopsis floribunda,N/A,0,1600,1200,N/A,N/A,N/A
Critoniopsis occidentalis,N/A,1100,1100,N/A,0,N/A,N/A
Croton glabellus,N/A,300,N/A,500,N/A,0,N/A
Croton rimbachii,N/A,0,1000,0,1100,N/A,N/A
Croton tessmannii,N/A,900,1000,2700,900,400,N/A
Cupania rufescens,N/A,0,0,0,N/A,N/A,N/A
Cyathea catacampta,N/A,0,0,N/A,700,N/A,N/A
Cyathea crenata,N/A,800,1200,0,300,N/A,N/A
Cyathea cystolepis,N/A,1700,0,200,300,N/A,N/A
Cyathea frigida,N/A,600,900,0,500,N/A,N/A
Cyathea obnoxia,N/A,0,700,600,0,0,N/A
Dendropanax umbellatus,N/A,0,300,1800,1700,0,N/A
Deprea subtriflora,N/A,1200,0,2600,2500,N/A,N/A
Diplotropis martiusii,N/A,800,200,N/A,0,N/A,N/A
Drypetes amazonica,N/A,900,1100,500,1300,700,N/A
Duguetia surinamensis,N/A,0,200,N/A,100,N/A,N/A
Elaeoluma glabrescens,N/A,300,200,N/A,0,N/A,N/A
Endlicheria krukovii,N/A,400,900,800,1700,N/A,N/A
Endlicheria macrophylla,N/A,0,0,N/A,500,N/A,N/A
Endlicheria oreocola,N/A,0,1800,300,N/A,N/A,N/A
Endlicheria tessmannii,N/A,0,1700,N/A,0,N/A,N/A
Eriotheca macrophylla,N/A,100,200,0,1400,700,N/A
Erythrina amazonica,N/A,800,900,N/A,2200,N/A,N/A
Erythrina ulei,N/A,600,900,0,1400,1100,N/A
Erythroxylum squamatum,N/A,1200,2300,500,1400,N/A,N/A
Eschweilera andina,N/A,1700,1900,200,1100,100,N/A
Eugenia muricata,N/A,500,1400,1800,2300,0,N/A
Faramea bangii,N/A,0,1100,2200,2000,500,N/A
Faramea torquata,N/A,400,1700,500,1000,0,N/A
Ferdinandusa chlorantha,N/A,1200,2700,1500,1400,1300,N/A
Ficus casapiensis,N/A,0,100,200,1600,N/A,N/A
Ficus trapezicola,N/A,0,1800,600,400,N/A,N/A
Alseis peruviana,N/A,100,N/A,300,400,0,N/A
Amanoa oblongifolia,N/A,1300,200,N/A,1000,800,N/A
Ampelocera ruizii,N/A,0,0,800,1600,1300,N/A
Andira multistipula,N/A,0,400,500,900,N/A,N/A
Annona ambotay,N/A,1200,1000,200,600,N/A,N/A
Geoffroea spinosa,N/A,100,800,0,1900,200,N/A
Grias peruviana,N/A,700,2000,700,1200,N/A,N/A
Guapira noxia,N/A,0,0,N/A,0,N/A,N/A
Guarea gomma,N/A,1400,900,0,1300,100,N/A
Guatteria boliviana,N/A,700,900,0,2000,1300,N/A
Guatteria duodecima,N/A,0,1300,0,2100,1100,N/A
Hedyosmum anisodorum,N/A,300,1900,0,1700,N/A,N/A
Heisteria duckei,N/A,500,200,N/A,0,N/A,N/A
Helicostylis elegans,N/A,1200,100,100,100,N/A,N/A
Hieronyma scabra,N/A,1200,N/A,N/A,0,0,N/A
Hirtella macrophylla,N/A,100,200,200,N/A,N/A,N/A
Inga auristellae,N/A,900,400,300,1100,N/A,N/A
Inga cordatoalata,N/A,1300,300,N/A,800,N/A,N/A
Inga feuillei,N/A,900,1600,1300,2600,1700,N/A
Iochroma calycinum,N/A,900,1700,0,N/A,N/A,N/A
Iryanthera lancifolia,N/A,700,800,800,0,N/A,N/A
Ixora panurensis,N/A,1300,1600,100,N/A,N/A,N/A
Jacaranda macrocarpa,N/A,100,500,300,N/A,N/A,N/A
Kotchubaea sericantha,N/A,200,1400,N/A,0,N/A,N/A
Ladenbergia heterophylla,N/A,1800,1100,0,N/A,N/A,N/A
Leonia crassa,N/A,700,1000,400,1000,1000,N/A
Macrolobium limbatum,N/A,400,200,200,500,N/A,N/A
Matisia malacocalyx,N/A,1700,1000,N/A,700,N/A,N/A
Meliosma boliviensis,N/A,800,1500,0,2000,300,N/A
Meliosma glabrata,N/A,0,100,N/A,3100,400,N/A
Meliosma herbertii,N/A,700,2700,1500,1700,1000,N/A
Meliosma peytonii,N/A,0,2100,1100,1300,0,N/A
Anthodiscus klugii,N/A,300,1000,300,900,N/A,N/A
Aspidosperma macrocarpon,N/A,0,N/A,100,1200,400,N/A
Aspidosperma schultesii,N/A,500,900,500,500,N/A,N/A
Asplundia schizotepala,N/A,0,900,200,1000,N/A,N/A
Meriania rigida,N/A,0,2400,500,N/A,N/A,N/A
Miconia alpina,N/A,0,N/A,0,900,N/A,N/A
Miconia aulocalyx,N/A,400,0,600,1700,N/A,N/A
Miconia glaucescens,N/A,200,1700,0,0,N/A,N/A
Miconia juruensis,N/A,100,0,0,200,100,N/A
Miconia lasiocalyx,N/A,400,2100,400,1700,400,N/A
Miconia media,N/A,0,2000,1400,600,N/A,N/A
Myroxylon peruiferum,N/A,200,900,0,900,1000,1000
Naucleopsis concinna,N/A,0,200,100,300,N/A,N/A
Naucleopsis krukovii,N/A,800,800,200,1100,0,N/A
Nealchornea yapurensis,N/A,600,1100,800,1300,N/A,N/A
Nectandra acuminata,N/A,300,200,0,2300,N/A,N/A
Nectandra discolor,N/A,1000,800,1400,N/A,0,N/A
Ocotea cuneifolia,N/A,2800,2200,1600,2100,N/A,N/A
Ocotea karsteniana,N/A,700,1900,0,0,N/A,N/A
Oreocallis grandiflora,N/A,0,2300,3100,1900,N/A,N/A
Ormosia coarctata,N/A,1100,N/A,0,1400,N/A,N/A
Otoba glycycarpa,N/A,1500,1800,1400,1400,0,N/A
Palicourea lineata,N/A,1500,2100,1500,1700,N/A,N/A
Palicourea subscandens,N/A,900,1300,200,N/A,N/A,N/A
Palicourea tinctoria,N/A,700,1800,2200,1700,900,N/A
Panopsis pearcei,N/A,0,400,0,1000,1600,N/A
Parinari parilis,N/A,0,0,0,300,N/A,N/A
Pentacalia oronocensis,N/A,0,1400,1600,1900,2200,N/A
Pentagonia williamsii,N/A,0,400,300,0,N/A,N/A
Perebea humilis,N/A,700,100,500,700,N/A,N/A
Persea nudigemma,N/A,1600,1500,0,300,N/A,N/A
Persea peruviana,N/A,0,N/A,600,1400,1500,N/A
Batocarpus orinocensis,N/A,1600,1700,1400,900,N/A,N/A
Blakea multiflora,N/A,0,1400,1400,1700,1600,N/A
Piper ecuadorense,N/A,1100,1200,300,N/A,N/A,N/A
Piper perareolatum,N/A,800,2000,900,0,N/A,N/A
Pleurothyrium parviflorum,N/A,0,100,800,500,N/A,N/A
Pleurothyrium poeppigii,N/A,0,1500,1200,2300,0,N/A
Polylepis pauta,N/A,600,2000,200,1800,N/A,N/A
Pourouma cuspidata,N/A,0,100,N/A,800,0,N/A
Pouteria campanulata,N/A,600,200,0,300,N/A,N/A
Pouteria egregia,N/A,0,0,N/A,0,N/A,N/A
Pouteria juruana,N/A,0,100,N/A,1100,N/A,N/A
Pouteria macrophylla,N/A,0,0,0,600,1000,N/A
Pouteria oblanceolata,N/A,200,1500,N/A,600,0,N/A
Pouteria vernicosa,N/A,300,400,N/A,0,N/A,N/A
Psychotria montivaga,N/A,1500,1200,2100,100,N/A,N/A
Psychotria pichisensis,N/A,100,2000,1800,2100,1400,N/A
Pterogyne nitens,N/A,700,N/A,N/A,0,1200,1600
Quararibea wittii,N/A,0,900,400,800,0,N/A
Rauvolfia sprucei,N/A,300,100,700,1900,0,N/A
Ravenia biramosa,N/A,400,0,1000,100,N/A,N/A
Rhamnidium elaeocarpum,N/A,0,300,200,1000,1500,1000
Roupala cordifolia,N/A,0,800,400,1700,N/A,N/A
Rudgea verticillata,N/A,1700,1400,1600,2300,0,N/A
Saurauia biserrata,N/A,0,N/A,0,1400,N/A,N/A
Saurauia peruviana,N/A,0,2200,1100,800,2200,N/A
Schizocalyx obovatus ,N/A,1300,N/A,600,1300,1400,N/A
Sebastiania brasiliensis,N/A,0,N/A,N/A,400,1800,1500
Sessea vestita,N/A,900,900,N/A,N/A,0,N/A
Simaba guianensis,N/A,200,1200,N/A,1000,N/A,N/A
Siparuna bifida,N/A,0,300,700,900,1000,N/A
Siparuna cristata,N/A,100,1200,400,700,N/A,N/A
Siparuna eggersii,N/A,1700,2300,700,N/A,N/A,N/A
Siparuna piloso-lepidota,N/A,1500,2100,N/A,0,N/A,N/A
Sloanea brevipes,N/A,300,0,N/A,1200,0,N/A
Sloanea multiflora,N/A,1400,200,N/A,600,N/A,N/A
Sloanea sinemariensis,N/A,0,800,1800,700,N/A,N/A
Solanum cucullatum,N/A,2700,2900,600,200,N/A,N/A
Sorocea guilleminiana,N/A,400,100,700,1700,1400,N/A
Brunellia stenoptera,N/A,0,700,N/A,1200,0,N/A
Sterculia frondosa,N/A,500,600,400,1200,N/A,N/A
Sterculia tessmannii,N/A,200,700,300,800,100,N/A
Symplocos fimbriata,N/A,1000,N/A,100,1300,800,N/A
Symplocos fuscata,N/A,0,1100,0,N/A,N/A,N/A
Symplocos quitensis,N/A,1900,1300,600,1100,1500,N/A
Symplocos reflexa,N/A,0,800,0,200,N/A,N/A
Tachigali alba,N/A,0,N/A,N/A,1300,200,N/A
Tachigali setifera,N/A,0,1200,100,1500,N/A,N/A
Talisia obovata,N/A,0,100,300,0,N/A,N/A
Tapirira rubrinervis,N/A,500,0,100,1600,N/A,N/A
Tapura peruviana,N/A,900,2800,200,600,N/A,N/A
Theobroma speciosum,N/A,300,800,100,300,0,N/A
Theobroma subincanum,N/A,1300,900,900,1100,N/A,N/A
Trichilia rubra,N/A,900,1800,700,1200,600,N/A
Vallea ecuadorensis,N/A,200,800,0,500,N/A,N/A
Virola duckei,N/A,700,800,400,1800,N/A,N/A
Virola mollissima,N/A,300,100,0,500,N/A,N/A
Vismia lateriflora,N/A,1600,1600,0,0,N/A,N/A
Vismia pozuzoensis,N/A,1200,900,2500,1800,2400,N/A
Weinmannia subsessiliflora,N/A,300,N/A,1600,1000,600,N/A
Xylopia cuspidata,N/A,200,1000,700,900,500,N/A
Zanthoxylum sprucei,N/A,0,300,1300,1700,1300,N/A
Byrsonima poeppigiana,N/A,600,500,600,1900,0,N/A
Calycophyllum multiflorum,N/A,200,N/A,N/A,N/A,1000,900
Calycophyllum spruceanum,N/A,900,1700,800,1400,200,N/A
Capparidastrum petiolare,N/A,0,2100,2000,1900,N/A,N/A
Caryodaphnopsis theobromifolia,N/A,2700,1400,N/A,0,N/A,N/A
Casearia fasciculata,N/A,1000,1800,1300,1300,N/A,N/A
Castilla ulei,N/A,300,300,0,500,0,N/A
Cecropia andina,N/A,900,1200,400,N/A,N/A,N/A
Cecropia montana,N/A,500,1200,900,500,N/A,N/A
Cedrelinga cateniformis,N/A,800,1000,300,800,N/A,N/A
Ceiba samauma,N/A,0,900,1500,2400,300,N/A
Ceroxylon echinulatum,N/A,0,1100,N/A,700,N/A,N/A
Cestrum peruvianum,N/A,1300,2600,1600,700,N/A,N/A
Chrysophyllum amazonicum,N/A,100,900,700,900,N/A,N/A
Chrysophyllum manaosense,N/A,600,2000,300,200,N/A,N/A
Actinostemon concolor,N/A,N/A,0,0,500,N/A,N/A
Agonandra excelsa,N/A,N/A,1100,1400,1000,1500,900
Agonandra peruviana,N/A,N/A,600,0,2000,N/A,N/A
Albizia multiflora,N/A,N/A,700,1200,0,N/A,N/A
Allophylus coriaceus,N/A,N/A,0,0,0,N/A,N/A
Allophylus glabratus,N/A,N/A,200,0,500,1400,N/A
Clethra castaneifolia,N/A,N/A,700,2100,2100,200,N/A
Clethra cuneata,N/A,N/A,700,1600,3200,1700,N/A
Colicodendron scabridum,N/A,N/A,1400,1400,700,N/A,N/A
Condalia weberbaueri,N/A,N/A,0,2300,N/A,500,N/A
Cyathea carolihenrici,N/A,N/A,700,N/A,600,300,N/A
Cyathostegia mathewsii,N/A,N/A,1500,2100,1600,N/A,N/A
Cybianthus fosteri,N/A,N/A,0,0,0,0,N/A
Cybianthus peruvianus,N/A,N/A,2500,900,2300,1400,N/A
Dictyoloma vandellianum,N/A,N/A,400,1400,1800,1300,N/A
Diploon cuspidatum,N/A,N/A,200,N/A,800,100,N/A
Duranta serratifolia,N/A,N/A,600,0,800,1800,1100
Eriotheca ruizii,N/A,N/A,1400,0,0,N/A,N/A
Faramea candelabrum,N/A,N/A,100,900,2600,1400,N/A
Ficus maroma,N/A,N/A,700,800,1100,800,300
Gallesia integrifolia,N/A,N/A,1000,1000,2100,1300,N/A
Annona andicola,N/A,N/A,1400,1200,1800,N/A,N/A
Guapira opposita,N/A,N/A,300,N/A,1800,1000,N/A
Guatteria oblongifolia,N/A,N/A,1100,1300,2400,1000,N/A
Gynoxys nitida,N/A,N/A,0,300,400,N/A,N/A
Hedyosmum dombeyanum,N/A,N/A,400,1200,1300,900,N/A
Humiriastrum mapiriense,N/A,N/A,1600,100,0,900,N/A
Hydrangea jelskii,N/A,N/A,300,800,800,200,N/A
Ilex gabrielleana,N/A,N/A,1200,600,1400,N/A,N/A
Ilex hippocrateoides,N/A,N/A,1700,1500,2700,600,N/A
Ilex hualgayoca,N/A,N/A,1300,0,1000,N/A,N/A
Ilex teratopis,N/A,N/A,1900,2600,1800,500,N/A
Ilex villosula,N/A,N/A,0,1700,300,N/A,N/A
Inga killipiana,N/A,N/A,0,0,700,N/A,N/A
Iryanthera olacoides,N/A,N/A,0,100,200,N/A,N/A
Ladenbergia riveroana,N/A,N/A,900,1700,1700,N/A,N/A
Licaria pucheri,N/A,N/A,100,N/A,2300,0,N/A
Lissocarpa uyat,N/A,N/A,400,800,500,N/A,N/A
Luehea paniculata,N/A,N/A,100,100,2100,2200,N/A
Machaerium millei,N/A,N/A,1600,N/A,100,500,N/A
Matisia bicolor,N/A,N/A,0,500,700,N/A,N/A
Meliosma pumila,N/A,N/A,0,1800,0,N/A,N/A
Annona excellens,N/A,N/A,0,1000,200,N/A,N/A
Aspidosperma cylindrocarpon,N/A,N/A,0,400,1200,1400,N/A
Mezilaurus campaucola,N/A,N/A,1000,0,300,N/A,N/A
Miconia coelestis,N/A,N/A,0,0,1900,200,N/A
Miconia neriifolia,N/A,N/A,800,1200,1300,N/A,N/A
Miconia spennerostachya,N/A,N/A,1000,1600,1700,1900,N/A
Miconia subandicola,N/A,N/A,300,1400,2000,1000,N/A
Miconia tetragona,N/A,N/A,3200,N/A,0,0,N/A
Myriocarpa laevigata,N/A,N/A,400,1200,1900,N/A,N/A
Nectandra olida,N/A,N/A,1000,1200,600,N/A,N/A
Nectandra pulverulenta,N/A,N/A,400,600,1500,900,N/A
Nordenstamia cajamarcensis,N/A,N/A,0,300,300,N/A,N/A
Ocotea mandonii,N/A,N/A,500,0,1200,2000,N/A
Ocotea obovata,N/A,N/A,100,1000,3000,0,N/A
Ocotea ovalifolia,N/A,N/A,1300,0,1700,N/A,N/A
Ocotea pedanomischa,N/A,N/A,700,500,1000,N/A,N/A
Oreopanax andreanus,N/A,N/A,1500,0,400,N/A,N/A
Persea raimondii,N/A,N/A,1200,0,0,N/A,N/A
Persea weberbaueri,N/A,N/A,1800,1300,0,N/A,N/A
Axinaea confusa,N/A,N/A,1200,0,1800,N/A,N/A
Bathysa australis,N/A,N/A,1500,0,2800,1900,N/A
Blakea mexiae,N/A,N/A,700,300,800,N/A,N/A
Piper heterophyllum,N/A,N/A,1100,1700,1100,2200,N/A
Piptocarpha lechleri,N/A,N/A,1700,0,1700,1100,N/A
Pittoniotis rotata,N/A,N/A,200,700,0,N/A,N/A
Pouteria condorensis,N/A,N/A,300,0,300,N/A,N/A
Pouteria lucumifolia,N/A,N/A,2300,N/A,1200,0,N/A
Protium rhynchophyllum,N/A,N/A,0,0,700,400,N/A
Prunus pleiantha,N/A,N/A,1200,0,1600,N/A,N/A
Prunus stipulata,N/A,N/A,0,1900,1400,700,N/A
Remijia chelomaphylla,N/A,N/A,900,500,800,N/A,N/A
Rudgea ciliata,N/A,N/A,1400,1100,2500,2400,N/A
Ruizodendron ovale,N/A,N/A,600,300,800,1200,N/A
Sessea dependens,N/A,N/A,0,N/A,2700,300,N/A
Sloanea garckeana,N/A,N/A,0,0,300,N/A,N/A
Sloanea obtusifolia,N/A,N/A,300,N/A,700,1000,N/A
Socratea salazarii,N/A,N/A,400,800,1000,0,N/A
Solanum cutervanum,N/A,N/A,1400,900,1000,N/A,N/A
Solanum maturecalvans,N/A,N/A,1400,2100,2800,2000,200
Solanum pendulum,N/A,N/A,1000,2000,2200,100,N/A
Solanum riparium,N/A,N/A,100,2100,2700,2200,1600
Blepharocalyx salicifolius,N/A,N/A,0,N/A,2000,2500,1600
Brunellia inermis,N/A,N/A,2000,200,1900,N/A,N/A
Sterculia rebeccae,N/A,N/A,900,0,1500,300,N/A
Styrax foveolaria,N/A,N/A,2000,900,1100,N/A,N/A
Symplocos coriacea,N/A,N/A,600,200,1300,N/A,N/A
Symplocos peruviana,N/A,N/A,1300,1600,200,N/A,N/A
Tachigali chrysaloides,N/A,N/A,1800,900,300,N/A,N/A
Terminalia valverdeae,N/A,N/A,300,0,0,N/A,N/A
Ternstroemia jelskii,N/A,N/A,800,2300,1700,N/A,N/A
Toulicia reticulata,N/A,N/A,0,400,700,N/A,N/A
Trichilia tomentosa,N/A,N/A,1100,1300,N/A,0,N/A
Triplaris poeppigiana,N/A,N/A,0,0,1000,1000,N/A
Vasconcellea quercifolia,N/A,N/A,0,900,900,1900,2800
Vochysia mapirensis,N/A,N/A,1300,0,1600,1400,N/A
Weinmannia haenkeana,N/A,N/A,400,1100,700,N/A,N/A
Caryocar amygdaliforme,N/A,N/A,800,600,700,N/A,N/A
Caryodaphnopsis fosteri,N/A,N/A,100,0,600,N/A,N/A
Casearia obovalis,N/A,N/A,1700,1100,800,1100,N/A
Cavanillesia hylogeiton,N/A,N/A,100,0,300,700,N/A
Cecropia polystachya,N/A,N/A,0,N/A,2800,1600,N/A
Ceiba insignis,N/A,N/A,1700,1500,1000,0,900
Celtis loxensis,N/A,N/A,800,1900,1600,N/A,N/A
Aegiphila saltensis,N/A,N/A,N/A,0,N/A,900,1000
Cinchona micrantha,N/A,N/A,N/A,0,2300,0,N/A
Cordia saccellia,N/A,N/A,N/A,2100,N/A,200,1500
Cyathea herzogii,N/A,N/A,N/A,0,900,1100,N/A
Cyathea ruiziana,N/A,N/A,N/A,0,2200,2100,N/A
Dasyphyllum brasiliense,N/A,N/A,N/A,0,2700,2300,N/A
Dendropanax williamsii,N/A,N/A,N/A,0,1200,1100,N/A
Erythroxylum deciduum,N/A,N/A,N/A,0,0,0,N/A
Eugenia moraviana,N/A,N/A,N/A,500,1100,2200,700
Freziera uniauriculata,N/A,N/A,N/A,0,100,0,N/A
Amburana cearensis,N/A,N/A,N/A,0,900,1000,200
Guettarda pohliana,N/A,N/A,N/A,0,1000,400,N/A
Hedyosmum lechleri,N/A,N/A,N/A,1100,2200,500,N/A
Miconia axinaeoides,N/A,N/A,N/A,0,1000,600,N/A
Miconia cretacea,N/A,N/A,N/A,600,1100,300,N/A
Miconia glomerulifera,N/A,N/A,N/A,0,100,100,N/A
Miconia puberula,N/A,N/A,N/A,600,700,0,N/A
Mouriri peruviana,N/A,N/A,N/A,300,400,0,N/A
Parapiptadenia excelsa,N/A,N/A,N/A,0,500,1900,1100
Parodiodendron marginivillosum,N/A,N/A,N/A,0,N/A,1000,100
Physocalymma scaberrimum,N/A,N/A,N/A,200,1600,1000,N/A
Athyana weinmanniifolia,N/A,N/A,N/A,600,N/A,1200,500
Axinaea lanceolata,N/A,N/A,N/A,400,1000,1300,N/A
Barnadesia caryophylla,N/A,N/A,N/A,100,1300,1300,N/A
Porcelia ponderosa,N/A,N/A,N/A,900,2000,900,N/A
Protium montanum,N/A,N/A,N/A,600,900,1000,N/A
Ruagea subviridiflora,N/A,N/A,N/A,0,1600,900,N/A
Ruprechtia laxiflora,N/A,N/A,N/A,0,500,N/A,800
Solanum trichoneuron,N/A,N/A,N/A,2200,2100,2300,900
Brunellia brunnea,N/A,N/A,N/A,200,0,0,N/A
Tipuana tipu,N/A,N/A,N/A,0,N/A,2900,2200
Triplaris setosa,N/A,N/A,N/A,700,600,100,N/A
Vochysia haenkeana,N/A,N/A,N/A,400,1400,800,N/A
Weinmannia crassifolia,N/A,N/A,N/A,0,1900,1400,N/A
Zanthoxylum tambopatense,N/A,N/A,N/A,0,700,300,N/A
Diatenopteryx sorbifolia,N/A,N/A,N/A,N/A,0,600,700
Enterolobium contortisiliquum,N/A,N/A,N/A,N/A,1000,2200,1400
Eriotheca roseorum,N/A,N/A,N/A,N/A,0,1000,0
Hebanthe occidentalis,N/A,N/A,N/A,N/A,2100,2100,1300
Aralia soratensis,N/A,N/A,N/A,N/A,2300,1700,300
Myracrodruon urundeuva,N/A,N/A,N/A,N/A,800,2000,300
Myrcianthes pungens,N/A,N/A,N/A,N/A,0,1000,1500
Myrsine laetevirens,N/A,N/A,N/A,N/A,900,1400,500
Nordenstamia repanda,N/A,N/A,N/A,N/A,700,2000,0
Phyllostylon rhamnoides,N/A,N/A,N/A,N/A,500,900,0
Piper tucumanum,N/A,N/A,N/A,N/A,1100,1100,1200
Pisonia zapallo,N/A,N/A,N/A,N/A,300,1700,800
Pseudobombax marginatum,N/A,N/A,N/A,N/A,400,1200,0
Randia micracantha,N/A,N/A,N/A,N/A,3300,2000,1500
Ruprechtia apetala,N/A,N/A,N/A,N/A,400,2000,1300
Schinopsis brasiliensis,N/A,N/A,N/A,N/A,1300,1100,0
Scutia buxifolia,N/A,N/A,N/A,N/A,400,1000,1000
Siphoneugena occidentalis,N/A,N/A,N/A,N/A,900,1100,600
Bougainvillea stipitata,N/A,N/A,N/A,N/A,300,2500,1800
