species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Prunus falcata,0,600,400,N/A,N/A,N/A,N/A,3
Prunus huantensis,100,1600,2300,0,2100,N/A,N/A,5
Prunus integrifolia,2800,2200,200,400,2000,2200,400,7
Prunus muris,1300,1000,400,N/A,N/A,N/A,N/A,3
Prunus myrtifolia,600,N/A,N/A,N/A,N/A,0,N/A,2
Prunus ocellata,0,800,N/A,N/A,N/A,N/A,N/A,2
Prunus opaca,1800,1800,1300,N/A,N/A,N/A,N/A,3
Prunus subcorymbosa,1000,1500,1100,N/A,1800,N/A,N/A,4
Prunus urotaenia,900,1100,N/A,N/A,0,N/A,N/A,3
Psammisia graebneriana,1200,1600,700,N/A,N/A,N/A,N/A,3
Psammisia macrophylla,2400,2500,N/A,N/A,N/A,N/A,N/A,2
Pseudobombax septenatum,1400,1200,600,300,1300,700,N/A,6
Pseudolmedia laevigata,1700,1800,1600,1500,1500,1300,N/A,6
Pseudolmedia laevis,1000,1200,1600,2400,1800,1400,N/A,6
Pseudolmedia macrophylla,0,600,1500,1100,1500,1000,N/A,6
Pseudolmedia rigida,1900,2000,1900,400,2800,500,N/A,6
Pseudomalmea boyacana,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Pseudoxandra pacifica,0,N/A,0,N/A,N/A,N/A,N/A,2
Pseudoxandra sclerocarpa,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Psidium cattleyanum,2900,2400,N/A,N/A,N/A,N/A,N/A,2
Psidium guineense,2700,2800,1700,1800,1900,2200,800,7
Psychotria biaristata,2600,0,N/A,0,N/A,N/A,N/A,3
Psychotria brachiata,1500,1800,1000,N/A,N/A,N/A,N/A,3
Psychotria capitata,1100,1400,N/A,N/A,N/A,N/A,N/A,2
Psychotria cauligera,300,0,800,N/A,N/A,N/A,N/A,3
Psychotria ernestii,0,100,200,0,1200,500,N/A,6
Psychotria fortuita,1900,1300,2700,400,800,N/A,N/A,5
Psychotria grandis,900,900,400,N/A,N/A,N/A,N/A,3
Psychotria horizontalis,2100,1100,1100,N/A,N/A,N/A,N/A,3
Psychotria micrantha,2100,2000,1700,500,400,0,N/A,6
Psychotria monsalveae,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Psychotria officinalis,1800,1500,2700,N/A,N/A,N/A,N/A,3
Psychotria panamensis,1900,1600,N/A,N/A,N/A,N/A,N/A,2
Psychotria remota,1000,1300,1800,1700,1400,0,N/A,6
Psychotria saltatrix,900,1500,300,N/A,N/A,N/A,N/A,3
Pterandra colombiana,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Pterocarpus acapulcensis,1400,0,N/A,N/A,N/A,N/A,N/A,2
Pterocarpus officinalis,1100,100,1200,N/A,600,N/A,N/A,4
Pterocarpus rohrii,500,600,900,500,800,200,N/A,6
Pterygota colombiana,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Purdiaea nutans,300,800,1700,1800,N/A,N/A,N/A,4
Quadrella odoratissima,1400,3100,N/A,N/A,N/A,N/A,N/A,2
Qualea lineata,2800,0,N/A,N/A,N/A,N/A,N/A,2
Qualea paraensis,400,1200,500,300,700,N/A,N/A,5
Quararibea cogolloi,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Quararibea pterocalyx,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Quercus humboldtii,2500,2300,N/A,N/A,N/A,N/A,N/A,2
Quiina amazonica,0,800,900,1000,1400,0,N/A,6
Quiina cruegeriana,0,1100,300,400,600,1000,N/A,6
Quiina florida,400,700,2000,1000,1300,1100,N/A,6
Quiina macrophylla,600,1100,200,N/A,200,N/A,N/A,4
Quiina obovata,700,0,300,N/A,300,N/A,N/A,4
Quiina pteridophylla,800,1300,0,0,N/A,N/A,N/A,4
Randia armata,2100,2700,2400,700,3200,2100,800,7
Randia hondensis,1900,0,0,N/A,N/A,N/A,N/A,3
Rauvolfia leptophylla,2200,1000,1800,N/A,1200,200,N/A,5
Retiniphyllum concolor,500,500,700,1000,N/A,N/A,N/A,4
Retrophyllum rospigliosii,1300,3200,500,500,2000,N/A,N/A,5
Rhodostemonodaphne grandis,0,500,500,N/A,700,N/A,N/A,4
Rhodostemonodaphne kunthiana,1700,1900,2000,2000,1700,1500,N/A,6
Rhodostemonodaphne laxa,1100,1100,N/A,N/A,N/A,N/A,N/A,2
Rhodostemonodaphne velutina,700,N/A,N/A,N/A,N/A,N/A,N/A,1
Richeria grandis,2500,1700,1900,1300,2000,1700,N/A,6
Rinorea dasyadena,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea haughtii,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea hirsuta,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea lindeniana,1000,1100,700,200,800,100,N/A,6
Rinorea paniculata,400,300,100,N/A,600,N/A,N/A,4
Rinorea pubiflora,600,500,100,400,400,0,N/A,6
Rinorea sylvatica,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Rinorea viridifolia,400,600,900,1400,1200,700,N/A,6
Rinoreocarpus ulei,400,200,1000,N/A,1000,0,N/A,5
Ronabea latifolia,1000,1000,700,800,1200,400,N/A,6
Roucheria columbiana,600,500,500,200,300,N/A,N/A,5
Roucheria laxiflora,1500,1100,800,400,100,500,N/A,6
Roupala monosperma,1200,2100,2200,1200,2600,300,N/A,6
Roupala montana,2300,2600,2400,1300,2700,1900,600,7
Ruagea glabra,2900,3000,2900,2200,3400,2700,N/A,6
Ruagea hirsuta,1800,1300,2500,1100,1000,1400,N/A,6
Ruagea pubescens,1600,1300,1400,0,800,N/A,N/A,5
Ruagea tomentosa,1200,1100,2200,N/A,300,800,N/A,5
Rudgea cornifolia,1900,2200,1000,1700,1800,1400,N/A,6
Rudgea sanarensis,1700,N/A,N/A,N/A,N/A,N/A,N/A,1
Rudgea sclerocalyx,2500,2300,N/A,N/A,N/A,N/A,N/A,2
Ruprechtia tenuiflora,200,200,N/A,N/A,N/A,N/A,N/A,2
Rustia occidentalis,700,0,N/A,N/A,N/A,N/A,N/A,2
Ryania spruceana,400,300,200,400,0,N/A,N/A,5
Salacia cordata,1500,1800,1900,1700,2100,N/A,N/A,5
Salacia solimoesensis,500,N/A,200,0,0,N/A,N/A,4
Sambucus nigra,2400,2900,2200,N/A,N/A,2200,0,5
Sambucus peruviana,800,1700,1200,2900,2900,2400,2000,7
Sapindus saponaria,2600,2100,2000,1600,2200,2400,N/A,6
Sapium glandulosum,2500,3800,2000,2000,2400,2500,2300,7
Sapium laurifolium,1700,1700,2200,300,1800,0,N/A,6
Sapium marmieri,0,800,2000,600,1300,2100,N/A,6
Sapium stylare,3400,3000,2800,200,1700,N/A,N/A,5
Saracha punctata,300,800,1000,1200,2500,2500,N/A,6
Sarcaulus brasiliensis,100,800,900,600,1600,500,N/A,6
Saurauia brachybotrys,2200,3100,900,N/A,N/A,N/A,N/A,3
Saurauia bullosa,1800,2000,2100,300,N/A,N/A,N/A,4
Saurauia cuatrecasana,2800,2700,N/A,N/A,N/A,N/A,N/A,2
Saurauia laevigata,1500,0,N/A,N/A,0,N/A,N/A,3
Saurauia prainiana,700,2300,2600,1000,0,N/A,N/A,5
Saurauia pseudostrigillosa,0,1200,2100,0,N/A,N/A,N/A,4
Saurauia scabra,1900,2700,N/A,N/A,N/A,N/A,N/A,2
Saurauia stapfiana,3200,1300,N/A,0,N/A,N/A,N/A,3
Saurauia tomentosa,1100,2000,2300,N/A,N/A,N/A,N/A,3
Saurauia ursina,2500,2000,0,N/A,N/A,N/A,N/A,3
Schefflera bejucosa,2200,0,N/A,N/A,N/A,N/A,N/A,2
Schefflera bogotensis,1100,1400,N/A,N/A,N/A,N/A,N/A,2
Schefflera jahnii,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Schefflera minutiflora,1700,0,1300,N/A,N/A,N/A,N/A,3
Schefflera silvatica,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Schizocalyx bracteosa,1200,2200,800,N/A,N/A,N/A,N/A,3
Schizolobium parahyba,1400,600,700,100,400,300,N/A,6
Schnella glabra,2100,500,300,400,1300,0,N/A,6
Seguieria americana,200,0,N/A,500,1000,0,N/A,5
Senefeldera testiculata,900,N/A,N/A,0,N/A,N/A,N/A,2
Senegalia polyphylla,800,1700,1000,500,1100,1400,N/A,6
Senegalia riparia,1900,3100,1400,1300,2900,2000,400,7
Senna bacillaris,1200,1600,1200,200,200,N/A,N/A,5
Senna ruiziana,0,1000,1500,1300,1500,1500,N/A,6
Senna silvestris,1500,1000,200,1000,800,600,N/A,6
Senna spectabilis,2100,1400,1900,N/A,2800,1900,1300,6
Sideroxylon obtusifolium,0,0,N/A,1200,1000,2000,100,6
Simarouba amara,1700,1400,1500,1500,1800,1300,N/A,6
Simira cordifolia,700,1200,900,300,N/A,N/A,N/A,4
Simira rubescens,800,1100,500,600,900,N/A,N/A,5
Siparuna aspera,2900,2700,2700,1800,2600,1400,N/A,6
Siparuna cervicornis,1000,800,500,200,300,N/A,N/A,5
Siparuna conica,2600,1900,1000,N/A,N/A,N/A,N/A,3
Siparuna decipiens,2100,1500,1300,300,1000,300,N/A,6
Siparuna echinata,1300,2900,2800,N/A,N/A,N/A,N/A,3
Siparuna gigantotepala,800,1700,0,N/A,N/A,N/A,N/A,3
Siparuna guianensis,2300,1300,1000,700,2100,1300,N/A,6
Siparuna laurifolia,1900,2600,1300,200,N/A,N/A,N/A,4
Siparuna lepidota,1100,2900,2100,N/A,N/A,N/A,N/A,3
Siparuna mutisii,1200,2600,N/A,N/A,N/A,N/A,N/A,2
Siparuna thecaphora,2900,2800,1900,1700,2500,2100,N/A,6
Siparuna tomentosa,200,N/A,1500,3200,2800,2400,N/A,5
Siphoneugena dussii,1200,1900,0,600,1600,N/A,N/A,5
Sisyrinchium micranthum,2200,2300,2500,300,1000,2100,1800,7
Sloanea brevispina,2100,1500,800,0,N/A,N/A,N/A,4
Sloanea durissima,1200,0,2000,100,N/A,N/A,N/A,4
Sloanea eichleri,0,200,0,0,800,600,N/A,6
Sloanea fragrans,1300,1600,900,2300,1100,1100,N/A,6
Sloanea gracilis,1000,N/A,100,N/A,1400,N/A,N/A,3
Sloanea guianensis,1800,1900,2000,700,1100,1400,N/A,6
Sloanea latifolia,400,400,400,0,800,0,N/A,6
Sloanea laxiflora,0,0,300,N/A,200,0,N/A,5
Sloanea parvifructa,0,800,800,0,N/A,N/A,N/A,4
Sloanea pubescens,400,1000,1100,1400,1300,700,N/A,6
Sloanea robusta,1400,N/A,400,0,1200,N/A,N/A,4
Sloanea rufa,1100,400,1400,800,1900,1300,N/A,6
Sloanea terniflora,600,N/A,1500,200,900,0,N/A,5
Sloanea tuerckheimii,1800,1700,1000,1500,1200,1000,N/A,6
Socratea exorrhiza,3700,2100,1100,400,2300,1100,N/A,6
Socratea rostrata,600,1400,1600,400,N/A,N/A,N/A,4
Solanum allophyllum,1800,N/A,N/A,N/A,N/A,N/A,N/A,1
Solanum anceps,1200,2400,2300,2500,2900,2500,N/A,6
Solanum aphyodendron,2100,3100,2600,1400,2300,2600,0,7
Solanum arboreum,3100,1900,700,N/A,0,N/A,N/A,4
Solanum asperolanatum,2600,3400,2400,2300,2500,2300,N/A,6
Solanum hypaleurotrichum,1100,3000,1600,N/A,0,N/A,N/A,4
Solanum lepidotum,1900,2300,1900,1700,600,N/A,N/A,5
Solanum microleprodes,700,0,N/A,N/A,N/A,N/A,N/A,2
Solanum nutans,800,1900,2100,2000,2800,1800,400,7
Solanum oblongifolium,2600,3100,2800,1200,N/A,N/A,N/A,4
Solanum sessile,1900,1800,1900,2400,2800,1800,600,7
Solanum umbellatum,2100,2000,1200,N/A,0,N/A,N/A,4
Sorocea affinis,2200,0,0,N/A,N/A,N/A,N/A,3
Sorocea pubivena,1600,1400,1500,1000,1100,0,N/A,6
Sorocea sprucei,500,1200,N/A,200,200,1300,N/A,5
Sorocea steinbachii,300,1100,1600,300,2600,1000,N/A,6
Sorocea trophoides,1000,1600,1500,1600,0,N/A,N/A,5
Sphaeropteris quindiuensis,2200,1500,2000,800,1800,100,N/A,6
Spirotheca rosea,1400,1500,1300,400,1400,200,N/A,6
Spondias mombin,1400,1000,0,N/A,0,N/A,N/A,4
Spondias radlkoferi,900,N/A,N/A,0,N/A,N/A,N/A,2
Staphylea occidentalis,2800,3200,2900,2200,3200,2100,N/A,6
Stenosepala hirsuta,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Stenostomum acreanum,400,200,200,N/A,100,400,N/A,5
Stephanopodium angulatum,800,1200,1800,N/A,N/A,N/A,N/A,3
Stephanopodium aptotum,300,0,N/A,N/A,N/A,N/A,N/A,2
Sterculia apetala,1400,1100,1400,2300,900,400,N/A,6
Sterculia colombiana,1000,900,1100,N/A,100,N/A,N/A,4
Blakea quadrangularis,2800,1000,N/A,N/A,N/A,N/A,N/A,2
Bocconia frutescens,2000,2900,2200,1500,2400,2500,N/A,6
Bocconia integrifolia,2800,2900,2500,1700,2100,2600,1200,7
Boehmeria caudata,3300,2500,1800,900,2700,2300,1400,7
Boehmeria ulmifolia,300,2300,2600,1300,2500,1900,0,7
Bomarea multiflora,2900,2600,2800,N/A,0,900,N/A,5
Bonamia trichantha,900,1600,N/A,N/A,N/A,N/A,N/A,2
Brachycylix vageleri,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Brosimum alicastrum,800,1200,1000,400,1800,N/A,N/A,5
Brosimum guianense,1000,2700,900,2400,1400,1200,N/A,6
Brosimum lactescens,1500,1700,1000,1000,1300,1100,N/A,6
Brosimum rubescens,200,500,400,300,1200,N/A,N/A,5
Brosimum utile,2300,1900,1500,200,1300,N/A,N/A,5
Brownea multijuga,300,600,400,N/A,N/A,N/A,N/A,3
Brownea rosa-de-monte,1600,1600,N/A,N/A,N/A,N/A,N/A,2
Brownea santanderensis,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Brunellia acostae,800,2100,2400,N/A,N/A,N/A,N/A,3
Brunellia boqueronensis,800,0,N/A,N/A,N/A,N/A,N/A,2
Brunellia comocladifolia,2600,2400,1600,N/A,N/A,N/A,N/A,3
Brunellia dulcis,0,800,N/A,200,900,N/A,N/A,4
Brunellia sibundoya,1600,1600,300,N/A,1300,400,N/A,5
Brunellia subsessilis,1700,0,N/A,N/A,N/A,N/A,N/A,2
Brunellia trianae,1000,0,N/A,N/A,N/A,N/A,N/A,2
Bucquetia glutinosa,1800,3400,N/A,N/A,N/A,N/A,N/A,2
Sterculia pruriens,400,300,300,0,500,N/A,N/A,5
Sterculia speciosa,400,N/A,100,N/A,N/A,0,N/A,3
Sterigmapetalum colombianum,900,0,N/A,N/A,N/A,N/A,N/A,2
Sterigmapetalum tachirense,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Stilpnophyllum oellgaardii,1000,N/A,1700,2300,N/A,N/A,N/A,3
Strychnos guianensis,1000,500,200,N/A,0,N/A,N/A,4
Strychnos toxifera,700,1100,300,N/A,600,N/A,N/A,4
Stryphnodendron microstachyum,300,400,N/A,200,600,100,N/A,5
Styloceras laurifolium,0,1200,1300,500,3200,400,N/A,6
Stylogyne ardisioides,300,1600,2000,2400,2000,1800,N/A,6
Stylogyne longifolia,2400,2000,2700,100,700,300,N/A,6
Stylogyne turbacensis,2700,2200,400,N/A,N/A,N/A,N/A,3
Styphnolobium sporadicum,0,0,N/A,N/A,N/A,N/A,N/A,2
Styrax davillifolius,2300,0,N/A,N/A,N/A,N/A,N/A,2
Styrax pavonii,1800,2900,900,800,2000,N/A,N/A,5
Styrax pentlandianus,1400,0,N/A,500,1500,2200,N/A,5
Styrax peruvianus,0,N/A,1100,500,N/A,N/A,N/A,3
Styrax tomentosus,1000,N/A,1600,N/A,N/A,N/A,N/A,2
Swartzia amplifolia,600,100,100,N/A,0,N/A,N/A,4
Swartzia colombiana,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Swartzia macrophylla,1400,100,N/A,N/A,N/A,N/A,N/A,2
Swartzia myrtifolia,600,1200,1900,2300,1400,100,N/A,6
Swartzia oraria,800,400,100,N/A,100,N/A,N/A,4
Swartzia robiniifolia,700,1000,N/A,N/A,N/A,N/A,N/A,2
Swartzia schultesii,400,300,100,N/A,N/A,N/A,N/A,3
Swartzia simplex,600,1000,1400,1400,1300,200,N/A,6
Swietenia macrophylla,1300,N/A,400,900,800,600,N/A,5
Symbolanthus pterocalyx,1900,0,N/A,N/A,N/A,N/A,N/A,2
Symphonia globulifera,600,1700,1900,1100,1400,1400,N/A,6
Symplocos arechea,0,N/A,600,1400,2000,1600,N/A,5
Symplocos bogotensis,200,1000,1600,200,1100,1000,N/A,6
Symplocos flosfragrans,1500,900,N/A,N/A,N/A,N/A,N/A,2
Symplocos fuliginosa,0,300,1200,900,800,N/A,N/A,5
Symplocos phaeoneura,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Symplocos quindiuensis,0,1400,N/A,N/A,N/A,N/A,N/A,2
Symplocos theiformis,1100,1300,N/A,N/A,N/A,N/A,N/A,2
Tabebuia ochracea,2100,200,N/A,0,N/A,N/A,N/A,3
Tabebuia rosea,1700,1700,N/A,N/A,N/A,N/A,N/A,2
Tabebuia serratifolia,200,0,N/A,N/A,N/A,N/A,N/A,2
Tabernaemontana columbiensis,300,1400,1400,N/A,N/A,N/A,N/A,3
Tabernaemontana cymosa,1600,0,200,300,1500,1200,N/A,6
Tabernaemontana grandiflora,1900,3300,0,N/A,N/A,N/A,N/A,3
Tabernaemontana markgrafiana,700,1700,300,100,200,N/A,N/A,5
Tabernaemontana sananho,1200,1700,2100,1100,1100,N/A,N/A,5
Tachia parviflora,1400,1200,600,700,900,600,N/A,6
Talisia bullata,300,1600,N/A,N/A,N/A,N/A,N/A,2
Talisia cerasina,900,1700,600,400,1000,100,N/A,6
Talisia hexaphylla,100,N/A,0,100,1100,700,N/A,5
Talisia macrophylla,700,1700,200,400,700,0,N/A,6
Talisia morii,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Talisia nervosa,700,500,600,N/A,800,N/A,N/A,4
Tapirira guianensis,2000,1900,1900,1700,2100,1900,N/A,6
Tapirira obtusa,0,1000,2000,300,1700,N/A,N/A,5
Tapura colombiana,800,200,N/A,N/A,N/A,N/A,N/A,2
Tapura guianensis,400,1500,1100,0,N/A,N/A,N/A,4
Terminalia amazonia,1000,1400,1900,800,1000,1000,N/A,6
Terminalia oblonga,1300,0,900,2300,1300,800,N/A,6
Terminalia tetraphylla,1400,600,700,N/A,1200,1600,N/A,5
Ternstroemia acrodantha,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Ternstroemia macrocarpa,1300,2100,600,N/A,N/A,N/A,N/A,3
Ternstroemia meridionalis,2200,1800,N/A,N/A,200,N/A,N/A,3
Tessaria integrifolia,2200,3300,3400,2700,2300,2200,1100,7
Tetragastris altissima,300,400,0,200,900,500,N/A,6
Tetragastris panamensis,1500,1500,700,500,1100,100,N/A,6
Tetrathylacium johansenii,300,0,N/A,N/A,N/A,N/A,N/A,2
Tetrathylacium macrophyllum,1000,2000,1700,1500,1300,N/A,N/A,5
Tetrorchidium andinum,1800,2200,2500,N/A,300,N/A,N/A,4
Tetrorchidium euryphyllum,900,2300,1000,N/A,N/A,N/A,N/A,3
Tetrorchidium macrophyllum,0,2500,1900,600,1500,N/A,N/A,5
Tetrorchidium rubrivenium,2400,2300,3000,900,2200,1000,N/A,6
Theobroma bicolor,0,1000,800,N/A,0,N/A,N/A,4
Theobroma cacao,2100,1500,1900,1300,900,200,N/A,6
Theobroma glaucum,900,1000,200,N/A,0,N/A,N/A,4
Tocoyena pittieri,0,2000,1200,N/A,N/A,N/A,N/A,3
Tournefortia cuspidata,800,700,2300,500,600,100,N/A,6
Tournefortia fuliginosa,2500,2300,2500,0,N/A,N/A,N/A,4
Tournefortia scabrida,2800,2600,3500,1400,0,N/A,N/A,5
Tovomita carinata,0,N/A,0,300,0,N/A,N/A,4
Tovomita choisyana,1000,300,0,N/A,N/A,N/A,N/A,3
Tovomita spruceana,800,500,200,N/A,N/A,N/A,N/A,3
Tovomita stylosa,1400,1900,200,500,500,N/A,N/A,5
Tovomita trojitana,900,N/A,N/A,N/A,N/A,0,N/A,2
Toxicodendron striatum,2600,2300,1300,1200,2400,300,N/A,6
Trattinnickia aspera,900,500,0,500,200,0,N/A,6
Trattinnickia burserifolia,400,700,900,0,100,N/A,N/A,5
Trattinnickia lawrancei,800,0,200,N/A,N/A,N/A,N/A,3
Trema integerrima,1300,500,2100,0,100,N/A,N/A,5
Trema micrantha,2500,2900,2400,2200,2800,2200,2800,7
Trichilia cipo,100,600,100,0,0,N/A,N/A,5
Trichilia elegans,1200,1000,900,800,2000,2500,N/A,6
Trichilia hirta,2800,2900,2400,0,2000,3000,N/A,6
Trichilia inaequilatera,100,800,100,200,1400,2000,N/A,6
Trichilia martiana,1900,2000,1600,1100,0,N/A,N/A,5
Trichilia maynasiana,100,400,1800,500,600,200,N/A,6
Trichilia micrantha,400,1300,1200,800,900,700,N/A,6
Trichilia moschata,200,0,0,N/A,N/A,N/A,N/A,3
Trichilia pallida,1600,2400,2100,2400,1900,1900,N/A,6
Trichilia pleeana,900,700,1100,2300,1300,1200,N/A,6
Trichilia poeppigii,800,200,1500,100,900,N/A,N/A,5
Trichilia quadrijuga,300,1300,400,200,1000,700,N/A,6
Trichilia schomburgkii,400,1000,N/A,0,100,N/A,N/A,4
Trichilia septentrionalis,2200,1600,1800,1700,1600,1000,N/A,6
Trichospermum galeottii,1200,1000,600,N/A,N/A,N/A,N/A,3
Triplaris americana,1900,1000,1500,1000,1700,2400,N/A,6
Triplaris cumingiana,800,400,2900,1800,100,100,N/A,6
Triplaris weigeltiana,400,N/A,200,1000,N/A,N/A,N/A,3
Trophis racemosa,1500,1100,700,900,0,N/A,N/A,5
Turpinia heterophylla,800,0,N/A,N/A,N/A,N/A,N/A,2
Ulex europaeus,1400,2600,0,N/A,0,0,N/A,5
Unonopsis aviceps,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Unonopsis guatterioides,1100,700,500,1400,500,1000,N/A,6
Unonopsis pacifica,800,0,0,N/A,N/A,N/A,N/A,3
Unonopsis spectabilis,600,400,800,400,200,800,N/A,6
Urera baccifera,2100,2900,2100,2000,2500,1700,1500,7
Urera caracasana,2100,2000,2800,1600,2400,1500,0,7
Urera lianoides,600,N/A,900,N/A,2100,1700,100,5
Urera simplex,1800,2400,1900,2600,1800,1900,1100,7
Uribea tamarindoides,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Vachellia macracantha,900,2000,2400,2200,1300,3600,1900,7
Vallea stipularis,3500,3500,3800,2400,2100,3700,500,7
Varronia cylindrostachya,2300,3100,2600,500,1400,1500,N/A,6
Vasconcellea goudotiana,2700,2900,N/A,N/A,N/A,N/A,N/A,2
Vasconcellea microcarpa,2100,2400,2500,2300,1700,1700,N/A,6
Vasconcellea pubescens,900,2900,1100,N/A,700,N/A,N/A,4
Vatairea guianensis,0,0,100,N/A,N/A,N/A,N/A,3
Verbesina arborea,2400,1800,1100,0,N/A,N/A,N/A,4
Verbesina nudipes,2000,2800,1900,N/A,N/A,N/A,N/A,3
Vernonanthura patens,2400,2800,3000,2100,2800,2800,N/A,6
Viburnum anabaptista,1400,0,N/A,N/A,N/A,N/A,N/A,2
Viburnum antioquiense,1200,0,N/A,N/A,N/A,N/A,N/A,2
Viburnum ayavacense,1900,0,1700,N/A,0,1600,N/A,5
Viburnum hallii,1000,2800,2500,2400,3100,1400,N/A,6
Viburnum lasiophyllum,1100,2200,100,N/A,N/A,0,N/A,4
Viburnum pichinchense,3400,1500,2000,N/A,0,N/A,N/A,4
Viburnum reticulatum,0,0,N/A,500,N/A,N/A,N/A,3
Viburnum tinoides,2400,1900,700,N/A,N/A,N/A,N/A,3
Viburnum toronis,2000,2500,1500,N/A,N/A,N/A,N/A,3
Viburnum triphyllum,2300,2100,2700,1700,700,0,N/A,6
Viburnum undulatum,1500,0,N/A,N/A,N/A,N/A,N/A,2
Virola calophylla,0,800,1800,900,1000,0,N/A,6
Virola dixonii,500,700,200,N/A,N/A,N/A,N/A,3
Virola elongata,300,1300,1000,1000,1400,800,0,7
Virola flexuosa,700,300,900,500,800,300,N/A,6
Virola loretensis,0,100,200,100,200,N/A,N/A,5
Virola macrocarpa,2000,900,N/A,N/A,N/A,N/A,N/A,2
Virola pavonis,200,1200,1000,800,1300,N/A,N/A,5
Virola reidii,500,800,1000,N/A,N/A,N/A,N/A,3
Virola sebifera,2000,1700,1900,1500,1500,1300,N/A,6
Vismia baccifera,3500,3400,2300,1600,1500,100,N/A,6
Vismia cayennensis,2500,1100,2100,0,300,700,N/A,6
Vismia gracilis,0,1200,900,1500,1700,2200,N/A,6
Vismia guianensis,2700,2300,0,2300,N/A,1900,N/A,5
Vismia laevis,2500,400,N/A,N/A,N/A,N/A,N/A,2
Vismia lauriformis,2400,1900,2300,0,1500,900,N/A,6
Vismia lindeniana,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Vismia macrophylla,1300,1800,1600,200,900,N/A,N/A,5
Vismia mandurr,300,2100,2000,400,N/A,N/A,N/A,4
Vismia sprucei,2200,300,1600,700,800,0,N/A,6
Vismia tomentosa,0,1100,2400,200,2000,0,N/A,6
Vitex capitata,800,0,N/A,N/A,N/A,N/A,N/A,2
Vitex compressa,1300,900,N/A,N/A,N/A,N/A,N/A,2
Vitex cymosa,100,100,700,0,1100,400,N/A,6
Vitex triflora,300,900,100,600,1800,0,N/A,6
Vochysia duquei,1200,400,700,600,N/A,N/A,N/A,4
Vochysia ferruginea,1900,1200,100,500,100,N/A,N/A,5
Vochysia lehmannii,3100,600,N/A,0,300,N/A,N/A,4
Vochysia megalantha,1900,500,N/A,N/A,0,N/A,N/A,3
Warszewiczia coccinea,2500,2500,2100,1400,1200,600,N/A,6
Warszewiczia uxpanapensis,300,N/A,100,N/A,0,N/A,N/A,3
Weinmannia auriculata,3500,1900,1400,700,2700,1200,N/A,6
Weinmannia cochensis,1300,1100,1600,1800,1500,0,N/A,6
Weinmannia elliptica,2100,2300,3000,1700,N/A,N/A,N/A,4
Weinmannia fagaroides,2000,2500,1600,1000,1200,1000,N/A,6
Weinmannia latifolia,0,2000,1900,500,1100,0,N/A,6
Weinmannia lechleriana,600,N/A,N/A,1100,1000,1200,N/A,4
Weinmannia lentiscifolia,100,2200,2100,0,900,500,N/A,6
Weinmannia mariquitae,2500,1200,2200,0,0,N/A,N/A,5
Weinmannia microphylla,1000,100,1100,200,700,1900,N/A,6
Weinmannia multijuga,1900,1900,2800,0,1700,1200,N/A,6
Weinmannia ovata,100,0,2000,1200,1900,1000,N/A,6
Weinmannia pinnata,2600,2900,2700,3200,2200,1400,N/A,6
Weinmannia pubescens,2100,2700,1800,1000,1900,N/A,N/A,5
Weinmannia reticulata,1500,2500,1400,700,1200,1000,N/A,6
Weinmannia rollottii,2100,2500,1200,N/A,N/A,0,N/A,4
Weinmannia sorbifolia,2100,2800,2400,1300,2300,2000,N/A,6
Weinmannia tomentosa,2000,3600,N/A,N/A,N/A,N/A,N/A,2
Wettinia fascicularis,900,1800,100,N/A,N/A,N/A,N/A,3
Wettinia hirsuta,1100,N/A,N/A,N/A,N/A,N/A,N/A,1
Wettinia kalbreyeri,2100,1700,1400,N/A,N/A,N/A,N/A,3
Wettinia microcarpa,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Wettinia oxycarpa,0,2200,0,N/A,N/A,N/A,N/A,3
Wettinia praemorsa,3600,1900,N/A,N/A,N/A,N/A,N/A,2
Wettinia quinaria,1000,3800,2500,0,N/A,N/A,N/A,4
Witheringia coccoloboides,2800,2900,1100,N/A,N/A,N/A,N/A,3
