species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Stephanopodium angulatum,100,300,300,N/A,N/A,N/A,N/A,3
Stephanopodium aptotum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Sterculia apetala,1300,200,800,2300,900,400,N/A,6
Blakea quadrangularis,2400,0,N/A,N/A,N/A,N/A,N/A,2
Bocconia frutescens,2000,2000,1800,1500,2400,2500,N/A,6
Bocconia integrifolia,1600,2900,2500,1700,2100,2600,1200,7
Boehmeria caudata,2700,2500,1600,900,2700,2100,1400,7
Boehmeria ulmifolia,0,1800,2400,1300,2300,1900,0,7
Bomarea multiflora,2600,2600,2800,N/A,0,900,N/A,5
Bonamia trichantha,800,400,N/A,N/A,N/A,N/A,N/A,2
Brachycylix vageleri,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Brosimum alicastrum,700,1200,200,400,1800,N/A,N/A,5
Brosimum guianense,1000,800,900,2400,1400,1200,N/A,6
Brosimum lactescens,1400,600,900,1000,1300,1100,N/A,6
Brosimum rubescens,100,400,400,300,900,N/A,N/A,5
Brosimum utile,1300,1900,1500,200,1300,N/A,N/A,5
Brownea multijuga,0,600,300,N/A,N/A,N/A,N/A,3
Brownea rosa-de-monte,500,0,N/A,N/A,N/A,N/A,N/A,2
Brownea santanderensis,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Brunellia acostae,500,500,1600,N/A,N/A,N/A,N/A,3
Brunellia boqueronensis,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Brunellia comocladifolia,2100,1400,1000,N/A,N/A,N/A,N/A,3
Brunellia dulcis,0,0,N/A,200,900,N/A,N/A,4
Brunellia sibundoya,1600,500,0,N/A,1300,400,N/A,5
Brunellia subsessilis,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Brunellia trianae,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Bucquetia glutinosa,1100,1500,N/A,N/A,N/A,N/A,N/A,2
Sterculia pruriens,300,0,N/A,0,500,N/A,N/A,4
Sterculia speciosa,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Sterigmapetalum colombianum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Sterigmapetalum tachirense,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Stilpnophyllum oellgaardii,600,N/A,1500,2300,N/A,N/A,N/A,3
Strychnos guianensis,0,500,0,N/A,0,N/A,N/A,4
Strychnos toxifera,300,0,0,N/A,200,N/A,N/A,4
Stryphnodendron microstachyum,0,100,N/A,200,600,N/A,N/A,4
Styloceras laurifolium,0,800,1100,500,3000,400,N/A,6
Stylogyne ardisioides,0,1300,2000,2400,2000,1800,N/A,6
Stylogyne longifolia,1000,1100,400,100,700,300,N/A,6
Stylogyne turbacensis,1200,1000,200,N/A,N/A,N/A,N/A,3
Styphnolobium sporadicum,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Styrax davillifolius,2300,N/A,N/A,N/A,N/A,N/A,N/A,1
Styrax pavonii,1800,2300,900,800,2000,N/A,N/A,5
Styrax pentlandianus,0,N/A,N/A,500,1400,2200,N/A,4
Styrax tomentosus,600,N/A,1300,N/A,N/A,N/A,N/A,2
Swartzia amplifolia,600,N/A,N/A,N/A,N/A,N/A,N/A,1
Swartzia colombiana,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Swartzia macrophylla,1300,0,N/A,N/A,N/A,N/A,N/A,2
Swartzia myrtifolia,300,700,600,2300,1400,100,N/A,6
Swartzia oraria,800,100,0,N/A,0,N/A,N/A,4
Swartzia robiniifolia,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Swartzia schultesii,0,100,N/A,N/A,N/A,N/A,N/A,2
Swartzia simplex,500,500,1400,1400,1300,200,N/A,6
Swietenia macrophylla,1200,N/A,200,900,800,600,N/A,5
Symbolanthus pterocalyx,1800,N/A,N/A,N/A,N/A,N/A,N/A,1
Symphonia globulifera,500,800,1900,1100,1400,1400,N/A,6
Symplocos bogotensis,0,N/A,1600,200,1100,1000,N/A,5
Symplocos flosfragrans,500,900,N/A,N/A,N/A,N/A,N/A,2
Symplocos phaeoneura,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Symplocos theiformis,1000,1100,N/A,N/A,N/A,N/A,N/A,2
Tabebuia ochracea,0,0,N/A,0,N/A,N/A,N/A,3
Tabebuia rosea,1600,800,N/A,N/A,N/A,N/A,N/A,2
Tabernaemontana columbiensis,0,700,200,N/A,N/A,N/A,N/A,3
Tabernaemontana cymosa,500,N/A,200,300,1500,1200,N/A,5
Tabernaemontana grandiflora,1000,900,0,N/A,N/A,N/A,N/A,3
Tabernaemontana markgrafiana,400,N/A,100,100,0,N/A,N/A,4
Tabernaemontana sananho,1200,1700,2100,1100,1100,N/A,N/A,5
Tachia parviflora,1200,1100,400,700,900,600,N/A,6
Talisia cerasina,700,1400,600,400,1000,0,N/A,6
Talisia hexaphylla,0,N/A,N/A,100,1100,500,N/A,4
Talisia nervosa,0,0,600,N/A,0,N/A,N/A,4
Tapirira guianensis,1700,1800,1800,1700,2000,1900,N/A,6
Tapura colombiana,700,100,N/A,N/A,N/A,N/A,N/A,2
Tapura guianensis,300,900,0,0,N/A,N/A,N/A,4
Terminalia amazonia,1000,700,1900,800,1000,900,N/A,6
Terminalia oblonga,1300,N/A,800,2300,1300,800,N/A,5
Terminalia tetraphylla,600,600,N/A,N/A,1200,1000,N/A,4
Ternstroemia macrocarpa,700,1400,300,N/A,N/A,N/A,N/A,3
Ternstroemia meridionalis,2200,1200,N/A,N/A,200,N/A,N/A,3
Tessaria integrifolia,2000,3200,2100,2700,2300,2200,1100,7
Tetragastris altissima,200,400,N/A,200,900,500,N/A,5
Tetragastris panamensis,1500,600,700,500,1100,N/A,N/A,5
Tetrathylacium macrophyllum,1000,2000,1500,1500,1300,N/A,N/A,5
Tetrorchidium andinum,1700,1600,1700,N/A,200,N/A,N/A,4
Tetrorchidium euryphyllum,200,1100,0,N/A,N/A,N/A,N/A,3
Tetrorchidium macrophyllum,0,1600,1600,600,800,N/A,N/A,5
Tetrorchidium rubrivenium,2200,2300,2300,900,2100,1000,N/A,6
Theobroma cacao,1300,1500,900,1300,900,200,N/A,6
Theobroma glaucum,900,500,200,N/A,N/A,N/A,N/A,3
Tournefortia cuspidata,800,600,100,500,600,N/A,N/A,5
Tournefortia fuliginosa,900,1800,2200,0,N/A,N/A,N/A,4
Tournefortia scabrida,1200,2500,3000,1400,0,N/A,N/A,5
Tovomita carinata,0,N/A,N/A,300,N/A,N/A,N/A,2
Tovomita choisyana,1000,0,N/A,N/A,N/A,N/A,N/A,2
Tovomita spruceana,400,100,0,N/A,N/A,N/A,N/A,3
Tovomita stylosa,1300,1100,N/A,500,0,N/A,N/A,4
Tovomita trojitana,600,N/A,N/A,N/A,N/A,0,N/A,2
Toxicodendron striatum,1400,1500,1300,1200,1900,300,N/A,6
Trattinnickia aspera,900,0,0,500,200,N/A,N/A,5
Trattinnickia lawrancei,800,N/A,0,N/A,N/A,N/A,N/A,2
Trema integerrima,0,500,400,0,0,N/A,N/A,5
Trema micrantha,1900,1900,2100,2200,2800,2200,2800,7
Trichilia cipo,0,0,0,0,0,N/A,N/A,5
Trichilia elegans,1200,700,800,800,2000,2500,N/A,6
Trichilia hirta,1200,800,1400,0,1700,1700,N/A,6
Trichilia martiana,800,800,800,1100,N/A,N/A,N/A,4
Trichilia maynasiana,0,200,1800,500,600,100,N/A,6
Trichilia micrantha,400,1300,1200,800,900,100,N/A,6
Trichilia moschata,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Trichilia pallida,1500,1400,2100,2400,1900,1900,N/A,6
Trichilia pleeana,900,600,800,2300,1200,1200,N/A,6
Trichilia poeppigii,200,200,1400,100,900,N/A,N/A,5
Trichilia quadrijuga,300,1000,400,200,1000,300,N/A,6
Trichilia schomburgkii,300,100,N/A,0,0,N/A,N/A,4
Trichilia septentrionalis,800,1300,1800,1700,1300,1000,N/A,6
Trichospermum galeottii,1200,700,400,N/A,N/A,N/A,N/A,3
Triplaris americana,1200,800,1500,1000,1200,2400,N/A,6
Triplaris cumingiana,800,0,1300,1800,N/A,100,N/A,5
Trophis racemosa,1000,900,700,900,N/A,N/A,N/A,4
Ulex europaeus,900,1000,0,N/A,0,0,N/A,5
Unonopsis aviceps,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Unonopsis guatterioides,0,700,500,1400,500,1000,N/A,6
Unonopsis pacifica,400,N/A,0,N/A,N/A,N/A,N/A,2
Unonopsis spectabilis,0,100,800,400,100,800,N/A,6
Urera baccifera,2100,2000,2100,2000,2500,1700,1500,7
Urera caracasana,1700,1900,1900,1600,2400,1300,0,7
Urera simplex,700,1800,800,2600,1800,1900,1100,7
Uribea tamarindoides,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Vachellia macracantha,800,1900,1600,2200,1300,2800,1900,7
Vallea stipularis,2400,2400,2200,2400,2100,3700,500,7
Varronia cylindrostachya,2300,2800,2400,500,1400,1500,N/A,6
Vasconcellea goudotiana,0,400,N/A,N/A,N/A,N/A,N/A,2
Vasconcellea microcarpa,1600,1900,2300,2300,1700,1700,N/A,6
Vasconcellea pubescens,300,1500,800,N/A,0,N/A,N/A,4
Verbesina arborea,0,1800,600,0,N/A,N/A,N/A,4
Verbesina nudipes,2000,2800,0,N/A,N/A,N/A,N/A,3
Vernonanthura patens,1800,1800,2000,2100,2800,2800,N/A,6
Viburnum anabaptista,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Viburnum antioquiense,300,N/A,N/A,N/A,N/A,N/A,N/A,1
Viburnum ayavacense,0,N/A,1300,N/A,0,1600,N/A,4
Viburnum hallii,1000,2800,2400,2400,3100,1400,N/A,6
Viburnum pichinchense,2500,1300,2000,N/A,N/A,N/A,N/A,3
Viburnum tinoides,2400,1900,600,N/A,N/A,N/A,N/A,3
Viburnum toronis,1800,2400,1400,N/A,N/A,N/A,N/A,3
Viburnum triphyllum,2300,1800,2700,1700,700,0,N/A,6
Viburnum undulatum,1500,N/A,N/A,N/A,N/A,N/A,N/A,1
Virola calophylla,0,600,1800,900,1000,N/A,N/A,5
Virola dixonii,500,600,0,N/A,N/A,N/A,N/A,3
Virola elongata,300,1300,900,1000,1400,800,0,7
Virola flexuosa,400,200,800,500,800,300,N/A,6
Virola macrocarpa,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Virola reidii,0,800,400,N/A,N/A,N/A,N/A,3
Virola sebifera,1500,1100,1600,1500,1500,1300,N/A,6
Vismia baccifera,3500,3400,1600,1600,1500,100,N/A,6
Vismia cayennensis,1300,700,1000,0,0,400,N/A,6
Vismia guianensis,2200,1800,N/A,2300,N/A,1500,N/A,4
Vismia laevis,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Vismia lauriformis,2200,1100,700,0,1500,900,N/A,6
Vismia lindeniana,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Vismia macrophylla,1300,1800,1600,200,900,N/A,N/A,5
Vismia sprucei,200,N/A,1500,700,600,N/A,N/A,4
Vismia tomentosa,0,0,2300,200,900,0,N/A,6
Vitex capitata,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Vitex compressa,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Vitex triflora,0,0,100,600,1800,N/A,N/A,5
Vochysia ferruginea,1300,700,0,500,0,N/A,N/A,5
Vochysia lehmannii,1100,500,N/A,0,300,N/A,N/A,4
Vochysia megalantha,900,0,N/A,N/A,0,N/A,N/A,3
Warszewiczia coccinea,1500,1800,2100,1400,1200,600,N/A,6
Warszewiczia uxpanapensis,100,N/A,N/A,N/A,0,N/A,N/A,2
Weinmannia auriculata,1000,700,500,700,2700,1200,N/A,6
Weinmannia cochensis,800,900,1600,1800,1500,0,N/A,6
Weinmannia elliptica,2000,2300,1800,1700,N/A,N/A,N/A,4
Weinmannia fagaroides,1100,2500,1600,1000,1200,1000,N/A,6
Weinmannia lechleriana,0,N/A,N/A,1100,1000,1200,N/A,4
Weinmannia mariquitae,2500,800,2200,0,0,N/A,N/A,5
Weinmannia microphylla,200,N/A,100,200,700,1900,N/A,5
Weinmannia multijuga,1800,900,2700,0,1700,1200,N/A,6
Weinmannia pinnata,2400,2900,2700,3200,2200,1400,N/A,6
Weinmannia pubescens,2100,2600,1600,1000,1900,N/A,N/A,5
Weinmannia reticulata,0,1100,1400,700,1200,1000,N/A,6
Weinmannia rollottii,800,1000,1200,N/A,N/A,0,N/A,4
Weinmannia sorbifolia,1400,2300,1700,1300,2300,2000,N/A,6
Weinmannia tomentosa,1300,1400,N/A,N/A,N/A,N/A,N/A,2
Wettinia fascicularis,700,600,0,N/A,N/A,N/A,N/A,3
Wettinia hirsuta,1100,N/A,N/A,N/A,N/A,N/A,N/A,1
Wettinia kalbreyeri,1300,1200,1400,N/A,N/A,N/A,N/A,3
Wettinia microcarpa,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Wettinia oxycarpa,0,400,N/A,N/A,N/A,N/A,N/A,2
Wettinia praemorsa,3100,1400,N/A,N/A,N/A,N/A,N/A,2
Wettinia quinaria,900,3800,1900,0,N/A,N/A,N/A,4
Witheringia coccoloboides,2300,1300,0,N/A,N/A,N/A,N/A,3
Wittmackanthus stanleyanus,900,100,100,N/A,N/A,N/A,N/A,3
Xanthosoma sagittifolium,1800,1200,1400,900,0,300,N/A,6
Xylopia amazonica,300,300,N/A,N/A,0,N/A,N/A,3
Xylopia aromatica,1300,1300,0,200,600,0,N/A,6
Xylopia discreta,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Xylopia frutescens,800,0,N/A,N/A,0,N/A,N/A,3
Xylopia polyantha,400,0,0,N/A,0,800,N/A,5
Xylopia sericea,400,0,200,100,0,0,N/A,6
Zanthoxylum acuminatum,0,N/A,1200,200,1300,1000,N/A,5
Zanthoxylum fagara,1400,2200,1300,2500,1700,2000,1100,7
Zanthoxylum formiciferum,0,N/A,200,N/A,0,N/A,N/A,3
Zanthoxylum lenticulare,1100,N/A,N/A,N/A,N/A,N/A,N/A,1
Zanthoxylum melanostictum,900,0,400,200,0,N/A,N/A,5
Zanthoxylum quinduense,200,2200,1500,300,N/A,N/A,N/A,4
Zanthoxylum rhoifolium,3500,2100,1000,800,1400,2800,1700,7
Zanthoxylum rigidum,1300,2300,N/A,400,N/A,0,500,5
Zinowiewia australis,0,0,1600,N/A,2300,1000,N/A,5
Zygia latifolia,100,1200,100,N/A,100,N/A,N/A,4
Zygia multipunctata,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Bunchosia argentea,1300,1300,2000,0,1900,N/A,N/A,5
Bunchosia armeniaca,1900,2200,1700,1600,2200,2000,N/A,6
Bunchosia hartwegiana,1000,N/A,N/A,N/A,N/A,N/A,N/A,1
Bunchosia pseudonitida,1300,800,N/A,200,N/A,N/A,N/A,3
Bursera graveolens,200,1000,900,1900,N/A,N/A,N/A,4
Bursera simaruba,1200,0,N/A,N/A,0,N/A,N/A,3
Byrsonima arthropoda,200,N/A,2000,2400,1800,1800,N/A,5
Byrsonima garcibarrigae,700,0,N/A,200,N/A,N/A,N/A,3
Byrsonima nemoralis,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Byrsonima spicata,1500,300,N/A,300,1400,2000,N/A,5
Calatola costaricensis,2600,1900,2000,1800,2100,900,N/A,6
Calliandra magdalenae,1400,800,0,N/A,100,N/A,N/A,4
Calliandra purdiei,1100,700,N/A,N/A,N/A,N/A,N/A,2
Calliandra riparia,600,700,N/A,N/A,N/A,N/A,N/A,2
Calophyllum brasiliense,2100,2000,1500,300,1400,1200,N/A,6
Calophyllum mariae,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Calycolpus moritzianus,2600,0,600,N/A,N/A,N/A,N/A,3
Cariniana pyriformis,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Caryocar amygdaliferum,400,N/A,N/A,N/A,N/A,N/A,N/A,1
Caryocar glabrum,900,1300,900,1700,1600,0,N/A,6
Caryocar pallidum,0,N/A,N/A,N/A,1200,N/A,N/A,2
Caryodendron orinocense,1200,1000,1500,N/A,700,N/A,N/A,4
Casearia aculeata,1100,800,600,900,1400,1500,N/A,6
Casearia arborea,1300,1000,1500,2300,1600,1100,N/A,6
Casearia arguta,1600,N/A,N/A,N/A,N/A,N/A,N/A,1
Casearia cajambrensis,400,800,100,500,N/A,N/A,N/A,4
Casearia combaymensis,0,N/A,1000,N/A,0,N/A,N/A,3
Casearia decandra,700,0,1300,1500,1200,2100,N/A,6
Casearia grandiflora,900,1100,N/A,N/A,N/A,N/A,N/A,2
Casearia mariquitensis,1700,1700,800,N/A,1400,N/A,N/A,4
Casearia megacarpa,700,1200,N/A,N/A,N/A,N/A,N/A,2
Casearia praecox,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Casearia quinduensis,200,400,1000,400,N/A,N/A,N/A,4
Casearia sylvestris,1900,1800,1700,2200,3000,2700,1100,7
Casearia ulmifolia,400,400,900,500,1000,N/A,N/A,5
Casearia zahlbruckneri,0,100,400,500,500,100,N/A,6
Cassia moschata,1200,500,N/A,N/A,N/A,N/A,N/A,2
Cassipourea guianensis,1300,600,300,N/A,N/A,N/A,N/A,3
Castilla elastica,1500,1300,200,N/A,N/A,N/A,N/A,3
Castilla tunu,1200,400,N/A,N/A,N/A,N/A,N/A,2
Cathedra acuminata,0,N/A,700,100,N/A,N/A,N/A,3
Catostemma digitata,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Catostemma digitatum,200,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavanillesia platanifolia,100,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavendishia antioquiensis,500,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavendishia bracteata,2900,2300,2900,2500,3000,2400,N/A,6
Cavendishia compacta,1300,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavendishia guatapeensis,1600,N/A,N/A,N/A,N/A,N/A,N/A,1
Cavendishia pubescens,3300,1800,0,1500,1200,2100,N/A,6
Cecropia angustifolia,1100,1900,1800,900,1900,1200,N/A,6
Cecropia engleriana,700,600,400,0,2600,0,N/A,6
Cecropia gabrielis,700,600,0,N/A,N/A,N/A,N/A,3
Cecropia hispidissima,900,0,400,N/A,N/A,N/A,N/A,3
Cecropia insignis,900,N/A,N/A,N/A,N/A,N/A,N/A,1
Cecropia membranacea,600,1100,300,300,1100,0,N/A,6
Cecropia obtusifolia,1500,1800,N/A,N/A,N/A,N/A,N/A,2
Cecropia peltata,1600,1400,N/A,N/A,N/A,N/A,N/A,2
Cecropia reticulata,700,1300,1100,N/A,N/A,N/A,N/A,3
Cecropia telenitida,1900,1100,700,200,N/A,N/A,N/A,4
Cedrela fissilis,0,N/A,400,500,3100,2100,1500,6
Cedrela lilloi,0,N/A,N/A,0,0,1500,600,5
Cedrela montana,2300,1200,1500,200,2600,0,0,7
Cedrela odorata,1500,1700,2600,2700,3400,2700,1100,7
Ceiba pentandra,1300,900,1800,1600,1100,0,N/A,6
Ceiba speciosa,400,N/A,200,0,1100,1400,0,6
Celtis iguanaea,1500,1200,1500,1600,2000,2000,1100,7
Centronia laurifolia,0,0,1500,1300,0,N/A,N/A,5
Ceroxylon quindiuense,300,1200,N/A,0,N/A,N/A,N/A,3
Ceroxylon vogelianum,1900,400,600,800,1000,0,N/A,6
Cespedesia spathulata,1000,1000,1900,1300,900,400,N/A,6
Cestrum bigibbosum,800,N/A,N/A,N/A,N/A,N/A,N/A,1
Cestrum cuneifolium,2100,200,N/A,N/A,N/A,N/A,N/A,2
Cestrum humboldtii,1200,1700,1800,1400,400,N/A,N/A,5
Cestrum megalophyllum,2400,1600,1500,200,1900,1700,N/A,6
Cestrum ochraceum,2200,2100,N/A,N/A,N/A,N/A,N/A,2
Cestrum petiolare,2000,500,N/A,0,100,N/A,N/A,4
Cestrum racemosum,1300,2800,1400,1000,2000,500,N/A,6
Chamaedorea allenii,1100,0,N/A,N/A,N/A,N/A,N/A,2
Chamaedorea linearis,2300,1700,2200,1800,2600,1200,N/A,6
Chamaedorea pinnatifrons,3500,2300,2200,2200,2700,1900,N/A,6
Cheiloclinium cognatum,700,200,1300,1300,2500,1000,N/A,6
Chimarrhis hookeri,0,100,1000,1100,1400,700,N/A,6
Chomelia microloba,0,N/A,N/A,N/A,N/A,N/A,N/A,1
Chomelia paniculata,0,N/A,1000,1500,1600,1100,N/A,5
Chomelia spinosa,500,900,N/A,N/A,N/A,N/A,N/A,2
Chomelia tenuiflora,1100,900,1700,1800,2000,300,N/A,6
Chrysochlamys colombiana,2600,2600,500,N/A,N/A,N/A,N/A,3
Chrysochlamys dependens,1900,1700,300,0,N/A,N/A,N/A,4
Chrysochlamys eclipes,1000,N/A,N/A,N/A,0,N/A,N/A,2
Chrysochlamys macrophylla,800,0,1700,300,N/A,1400,N/A,5
Chrysochlamys membranacea,1800,600,2200,0,1600,N/A,N/A,5
Chrysochlamys nicaraguensis,1200,N/A,N/A,N/A,N/A,N/A,N/A,1
Chrysochlamys ulei,0,0,N/A,500,1200,N/A,N/A,4
Chrysochlamys weberbaueri,1400,900,900,1600,2100,1400,N/A,6
Chrysophyllum argenteum,1900,1300,1100,1700,1100,0,N/A,6
Chrysophyllum cainito,1400,0,N/A,N/A,N/A,N/A,N/A,2
Chrysophyllum colombianum,0,N/A,400,0,0,N/A,N/A,4
Chrysophyllum lucentifolium,800,0,0,N/A,900,0,N/A,5
Chrysophyllum prieurii,700,0,0,600,1200,N/A,N/A,5
Aegiphila monticola,N/A,300,900,N/A,N/A,N/A,N/A,2
Albizia niopoides,N/A,600,600,1000,1100,500,0,6
Alchornea pearcei,N/A,0,700,1400,1800,1400,N/A,5
Alibertia bertierifolia,N/A,0,400,100,500,0,N/A,5
Allophylus amazonicus,N/A,600,600,N/A,1000,0,N/A,4
Allophylus dodsonii,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Allophylus incanus,N/A,2100,2100,N/A,N/A,N/A,N/A,2
Allophylus pilosus,N/A,0,900,100,1500,N/A,N/A,4
Chrysophyllum venezuelanense,N/A,0,1000,2300,1400,500,N/A,5
Cinchonopsis amazonica,N/A,600,500,500,2000,N/A,N/A,4
Citharexylum gentryi,N/A,0,0,N/A,N/A,N/A,N/A,2
Citharexylum montanum,N/A,0,400,N/A,N/A,N/A,N/A,2
Clavija clavata,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Clavija eggersiana,N/A,0,1700,0,N/A,N/A,N/A,3
Clavija laplanadae,N/A,400,0,N/A,N/A,N/A,N/A,2
Clethra crispa,N/A,0,300,N/A,N/A,N/A,N/A,2
Clethra obovata,N/A,0,1400,0,2500,N/A,N/A,4
Clusia colombiana,N/A,1900,N/A,N/A,N/A,0,N/A,2
Clusia schultesii,N/A,500,1400,0,1500,N/A,N/A,4
Cordia lutea,N/A,2500,800,1300,N/A,0,N/A,4
Cordia ucayaliensis,N/A,200,1700,2400,1600,0,N/A,5
Coussarea ecuadorensis,N/A,700,1300,0,0,N/A,N/A,4
Critoniopsis occidentalis,N/A,1000,600,N/A,0,N/A,N/A,3
Critoniopsis tungurahuae,N/A,0,0,N/A,N/A,N/A,N/A,2
Croton floccosus,N/A,600,2000,N/A,N/A,N/A,N/A,2
Croton glabellus,N/A,0,N/A,500,N/A,N/A,N/A,2
Croton rimbachii,N/A,0,800,0,1100,N/A,N/A,4
Croton sampatik,N/A,100,200,600,1200,0,N/A,5
Croton tessmannii,N/A,0,800,2700,900,100,N/A,5
Cupania livida,N/A,1500,0,N/A,N/A,N/A,N/A,2
Cupania rufescens,N/A,0,N/A,0,N/A,N/A,N/A,2
Cyathea brunnescens,N/A,1700,0,N/A,N/A,N/A,N/A,2
Cyathea crenata,N/A,800,500,0,300,N/A,N/A,4
Cyathea frigida,N/A,400,600,0,500,N/A,N/A,4
Cyathea frondosa,N/A,1500,200,N/A,N/A,N/A,N/A,2
Cyathea planadae,N/A,700,1200,200,700,1200,N/A,5
Cyathea straminea,N/A,1000,400,0,500,0,N/A,5
Dacryodes cupularis,N/A,200,600,N/A,N/A,N/A,N/A,2
Daphnopsis equatorialis,N/A,700,1600,N/A,N/A,N/A,N/A,2
Dendropanax cuneatus,N/A,0,0,100,1100,1300,N/A,5
Dendropanax umbellatus,N/A,0,0,1800,1700,N/A,N/A,4
Dendrophorbium lloense,N/A,1800,2200,N/A,N/A,N/A,N/A,2
Dendrophorbium tipocochense,N/A,900,2200,N/A,N/A,N/A,N/A,2
Deprea subtriflora,N/A,0,0,2600,700,N/A,N/A,4
Diplotropis martiusii,N/A,600,0,N/A,N/A,N/A,N/A,2
Drypetes amazonica,N/A,100,900,500,1000,600,N/A,5
Duroia laevis,N/A,300,0,N/A,N/A,N/A,N/A,2
Elaeagia ecuadorensis,N/A,0,800,1200,100,N/A,N/A,4
Elaeoluma glabrescens,N/A,0,100,N/A,0,N/A,N/A,3
Endlicheria formosa,N/A,1400,2100,1100,1600,N/A,N/A,4
Endlicheria krukovii,N/A,0,900,800,1700,N/A,N/A,4
Eriotheca macrophylla,N/A,0,100,0,1400,700,N/A,5
Erythrina amazonica,N/A,0,800,N/A,2200,N/A,N/A,3
Erythrina ulei,N/A,100,600,0,1400,1100,N/A,5
Erythroxylum squamatum,N/A,800,1500,500,1400,N/A,N/A,4
Eschweilera andina,N/A,200,1800,200,1100,100,N/A,5
Eschweilera rimbachii,N/A,1700,900,N/A,N/A,N/A,N/A,2
Eugenia anastomosans,N/A,1800,200,0,N/A,N/A,N/A,3
Eugenia crassimarginata,N/A,1100,1800,N/A,N/A,N/A,N/A,2
Eugenia muricata,N/A,100,700,1800,2300,0,N/A,5
Euplassa duquei,N/A,1800,N/A,N/A,N/A,N/A,N/A,1
Faramea ampla,N/A,400,N/A,N/A,N/A,N/A,N/A,1
Faramea anisocalyx,N/A,500,900,1100,1400,300,N/A,5
Faramea langlassei,N/A,1000,800,N/A,N/A,N/A,N/A,2
Faramea parvibractea,N/A,1300,1200,N/A,0,N/A,N/A,3
Faramea torquata,N/A,0,700,500,1000,0,N/A,5
Ferdinandusa chlorantha,N/A,1100,1800,1500,1400,1300,N/A,5
Ferdinandusa guainiae,N/A,100,300,N/A,N/A,N/A,N/A,2
Ficus carchiana,N/A,0,100,N/A,N/A,N/A,N/A,2
Ficus cervantesiana,N/A,600,1600,0,900,600,N/A,5
Ficus coerulescens,N/A,200,0,500,1600,1000,N/A,5
Ficus gomelleira,N/A,300,300,2200,1600,1100,N/A,5
Ficus trapezicola,N/A,0,1300,600,400,N/A,N/A,4
Freziera canescens,N/A,1900,1100,N/A,N/A,N/A,N/A,2
Alseis peruviana,N/A,0,N/A,300,300,0,N/A,4
Amanoa oblongifolia,N/A,1300,N/A,N/A,0,800,N/A,3
Anacardium giganteum,N/A,0,0,0,N/A,N/A,N/A,3
Aniba hostmanniana,N/A,1700,1900,900,0,0,N/A,5
Annona ambotay,N/A,700,1000,200,600,N/A,N/A,4
Annona cuspidata,N/A,0,100,300,1000,0,N/A,5
Geissanthus ecuadorensis,N/A,0,2000,N/A,0,N/A,N/A,3
Geissanthus vanderwerffii,N/A,0,1600,N/A,N/A,N/A,N/A,2
Geoffroea spinosa,N/A,0,800,0,1900,200,N/A,5
Grias peruviana,N/A,700,2000,700,1200,N/A,N/A,4
Grias theobromicarpa,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Grosvenoria rimbachii,N/A,400,600,N/A,N/A,N/A,N/A,2
Guarea gomma,N/A,0,900,0,1300,100,N/A,5
Guatteria boliviana,N/A,0,100,0,1700,1000,N/A,5
Guatteria glauca,N/A,0,1100,1700,2400,700,N/A,5
Guatteria hyposericea,N/A,200,N/A,N/A,0,N/A,N/A,2
