species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25
Zanthoxylum melanostictum,1200,0,400,200,0,N/A,N/A
Zanthoxylum quinduense,0,2200,1500,300,N/A,N/A,N/A
Zanthoxylum rhoifolium,3400,2100,1000,1500,1400,2800,1700
Zanthoxylum rigidum,1200,1000,N/A,400,0,0,500
Zinowiewia australis,0,0,1600,N/A,2300,1000,N/A
Zygia latifolia,0,1100,100,N/A,100,N/A,N/A
Bunchosia argentea,0,1200,2000,0,1900,N/A,N/A
Bunchosia armeniaca,0,2100,1700,1600,2200,2000,N/A
Bunchosia diphylla,100,0,N/A,N/A,N/A,N/A,N/A
Bunchosia hartwegiana,100,N/A,N/A,N/A,N/A,N/A,N/A
Bunchosia pseudonitida,100,1000,N/A,200,N/A,N/A,N/A
Bursera graveolens,0,300,900,1900,N/A,N/A,N/A
Bursera simaruba,900,300,N/A,N/A,0,N/A,N/A
Byrsonima arthropoda,0,0,2000,2400,1800,1800,N/A
Byrsonima garcibarrigae,0,0,0,200,N/A,N/A,N/A
Byrsonima nemoralis,0,N/A,N/A,N/A,N/A,N/A,N/A
Byrsonima spicata,1100,700,N/A,1000,1400,2000,N/A
Calatola costaricensis,1800,1900,1900,1800,2000,900,N/A
Calliandra magdalenae,1300,800,0,N/A,100,N/A,N/A
Calliandra purdiei,400,600,N/A,N/A,N/A,N/A,N/A
Calophyllum brasiliense,800,2000,1500,300,1400,1200,N/A
Calophyllum mariae,0,N/A,N/A,N/A,N/A,N/A,N/A
Calycolpus moritzianus,1400,400,600,N/A,N/A,N/A,N/A
Capirona decorticans,0,100,700,400,500,N/A,N/A
Cariniana pyriformis,1400,0,N/A,N/A,N/A,N/A,N/A
Caryocar amygdaliferum,100,0,N/A,N/A,0,N/A,N/A
Caryocar glabrum,0,1300,900,1700,1400,0,N/A
Caryodendron orinocense,1200,900,1500,N/A,700,N/A,N/A
Casearia aculeata,200,600,600,900,1400,1500,N/A
Casearia arborea,1200,1000,1500,2400,1600,1100,N/A
Casearia arguta,100,N/A,100,N/A,N/A,N/A,N/A
Casearia cajambrensis,0,0,100,500,N/A,N/A,N/A
Casearia decandra,0,1300,1300,1500,1200,2100,N/A
Casearia grandiflora,0,800,1100,N/A,N/A,N/A,N/A
Casearia mariquitensis,0,1400,800,0,1400,0,N/A
Casearia megacarpa,100,1200,800,N/A,0,N/A,N/A
Casearia praecox,0,N/A,N/A,N/A,N/A,N/A,N/A
Casearia quinduensis,0,200,1000,400,N/A,N/A,N/A
Casearia sylvestris,1100,1800,1700,2200,3000,2700,1100
Casearia tachirensis,0,0,600,1000,900,N/A,N/A
Casearia ulmifolia,0,200,500,600,1000,N/A,N/A
Casearia zahlbruckneri,0,100,400,500,500,100,N/A
Cassia moschata,900,100,N/A,N/A,N/A,N/A,N/A
Cassipourea guianensis,0,600,300,N/A,N/A,N/A,N/A
Castilla elastica,1400,900,200,0,N/A,0,N/A
Castilla tunu,0,0,100,N/A,N/A,N/A,N/A
Catostemma digitata,0,0,N/A,N/A,N/A,N/A,N/A
Catostemma digitatum,0,0,N/A,N/A,N/A,N/A,N/A
Cavanillesia platanifolia,200,N/A,0,N/A,N/A,N/A,N/A
Cavendishia antioquiensis,0,N/A,N/A,N/A,N/A,N/A,N/A
Cavendishia bracteata,2400,2300,2900,2500,3000,2400,N/A
Cavendishia compacta,0,1400,N/A,N/A,N/A,N/A,N/A
Cavendishia guatapeensis,1700,0,N/A,N/A,N/A,N/A,N/A
Cavendishia pubescens,2100,1000,0,1500,1200,2100,N/A
Cecropia angustifolia,500,2100,1800,900,1900,1200,N/A
Cecropia bullata,0,200,200,N/A,N/A,N/A,N/A
Cecropia engleriana,0,900,300,100,2600,0,N/A
Cecropia gabrielis,600,600,0,N/A,N/A,N/A,N/A
Cecropia hispidissima,0,0,400,N/A,N/A,N/A,N/A
Cecropia insignis,0,500,0,N/A,N/A,N/A,N/A
Cecropia membranacea,0,1100,300,300,1100,0,N/A
Cecropia obtusifolia,200,1500,1100,N/A,N/A,N/A,N/A
Cecropia peltata,2200,1400,0,N/A,N/A,N/A,N/A
Cecropia reticulata,0,1300,1100,N/A,N/A,N/A,N/A
Cecropia telenitida,0,1100,700,200,N/A,N/A,N/A
Cedrela montana,0,2500,1500,200,2600,0,0
Cedrela odorata,1800,2200,2600,2700,3400,2700,1100
Ceiba pentandra,1200,800,1800,1600,1100,0,N/A
Ceiba speciosa,0,800,200,0,1100,1400,1000
Celtis iguanaea,0,1100,1500,1600,2000,2000,1100
Celtis schippii,0,0,700,2400,1600,300,N/A
Ceroxylon parvifrons,700,800,1800,0,1300,1400,N/A
Ceroxylon quindiuense,800,1700,N/A,0,N/A,N/A,N/A
Ceroxylon vogelianum,0,500,600,800,1000,0,N/A
Cespedesia spathulata,1500,800,1900,1300,900,400,N/A
Cestrum bigibbosum,300,N/A,N/A,N/A,N/A,N/A,N/A
Cestrum conglomeratum,0,N/A,100,1600,2600,2900,N/A
Cestrum cuneifolium,400,900,N/A,N/A,N/A,N/A,N/A
Cestrum humboldtii,0,1700,1800,1400,400,N/A,N/A
Cestrum megalophyllum,0,1600,1500,200,1900,1700,N/A
Cestrum ochraceum,0,1800,N/A,N/A,N/A,N/A,N/A
Cestrum petiolare,300,200,300,0,100,N/A,N/A
Cestrum racemosum,2900,1800,1400,1000,1700,500,N/A
Chamaedorea allenii,1100,100,N/A,N/A,0,N/A,N/A
Chamaedorea linearis,300,1700,2000,1800,2600,1200,N/A
Chamaedorea pinnatifrons,2500,2000,2200,2200,2700,1900,N/A
Cheiloclinium cognatum,100,1000,1300,1300,2500,1000,N/A
Chimarrhis hookeri,0,0,1000,1100,1400,700,N/A
Chlorocardium venenosum,0,0,0,N/A,N/A,N/A,N/A
Chloroleucon mangense,0,600,N/A,400,N/A,N/A,0
Chomelia microloba,100,N/A,N/A,N/A,N/A,N/A,N/A
Chomelia paniculata,0,N/A,1000,1500,1600,1100,N/A
Chomelia spinosa,0,900,1200,N/A,1600,N/A,N/A
Chomelia tenuiflora,1100,400,1700,1800,1900,300,N/A
Chrysochlamys colombiana,1100,1200,500,N/A,N/A,N/A,N/A
Chrysochlamys dependens,600,1700,1800,0,N/A,N/A,N/A
Chrysochlamys eclipes,0,N/A,N/A,N/A,0,N/A,N/A
Chrysochlamys macrophylla,0,900,1700,300,N/A,1400,N/A
Chrysochlamys membranacea,0,500,2200,0,1500,N/A,N/A
Chrysochlamys nicaraguensis,0,1700,0,N/A,N/A,N/A,N/A
Chrysochlamys weberbaueri,0,700,900,1600,2000,1400,N/A
Chrysophyllum argenteum,1400,1600,1100,1700,1100,0,N/A
Chrysophyllum cainito,0,800,N/A,N/A,N/A,N/A,N/A
Chrysophyllum colombianum,500,600,400,0,0,N/A,N/A
Chrysophyllum lucentifolium,0,0,0,N/A,1000,0,N/A
Chrysophyllum manaosense,0,200,2000,300,200,N/A,N/A
Chrysophyllum prieurii,200,500,400,600,1200,N/A,N/A
Acalypha stenoloba,N/A,0,1800,1500,1600,2400,N/A
Acalypha stricta,N/A,0,900,1700,1800,2200,300
Achatocarpus praecox,N/A,0,N/A,1300,600,1800,900
Aegiphila aculeifera,N/A,900,0,N/A,N/A,N/A,N/A
Aegiphila monticola,N/A,0,900,N/A,N/A,N/A,N/A
Agonandra silvatica,N/A,300,500,500,1400,N/A,N/A
Aiouea formicaria,N/A,0,400,N/A,N/A,N/A,N/A
Aiouea grandifolia,N/A,1200,0,1300,1400,0,N/A
Alchornea floribunda,N/A,0,0,N/A,N/A,N/A,N/A
Alibertia bertierifolia,N/A,200,400,100,300,0,N/A
Allophylus amazonicus,N/A,600,600,N/A,1000,0,N/A
Allophylus dodsonii,N/A,0,100,N/A,0,N/A,N/A
Allophylus edulis,N/A,0,N/A,0,400,1900,1700
Allophylus incanus,N/A,0,2100,N/A,0,N/A,N/A
Allophylus pilosus,N/A,0,900,200,1400,N/A,N/A
Allophylus punctatus,N/A,0,1800,2300,1700,1900,N/A
Chrysophyllum venezuelanense,N/A,0,1000,2300,1300,500,N/A
Cinchona calisaya,N/A,0,N/A,N/A,2500,2200,N/A
Cinchona pyrifolia,N/A,0,N/A,N/A,900,0,N/A
Cinchonopsis amazonica,N/A,200,500,500,2000,N/A,N/A
Citharexylum gentryi,N/A,0,0,N/A,N/A,N/A,N/A
Citharexylum montanum,N/A,2000,400,N/A,N/A,N/A,N/A
Clavija cauliflora,N/A,0,N/A,N/A,N/A,N/A,N/A
Clavija clavata,N/A,0,N/A,N/A,N/A,N/A,N/A
Clavija eggersiana,N/A,0,1700,0,N/A,N/A,N/A
Clavija laplanadae,N/A,0,0,N/A,N/A,N/A,N/A
Clethra crispa,N/A,0,300,N/A,N/A,N/A,N/A
Clethra ferruginea,N/A,0,0,800,1900,500,N/A
Clethra obovata,N/A,0,1400,0,2500,N/A,N/A
Clethra pedicellaris,N/A,1500,200,1700,2400,500,N/A
Clethra scabra,N/A,0,100,0,2000,2400,2000
Clitoria arborea,N/A,0,800,2000,600,100,N/A
Clusia colombiana,N/A,1600,N/A,N/A,N/A,0,N/A
Clusia octandra,N/A,0,1500,700,0,N/A,N/A
Clusia schultesii,N/A,300,1400,0,1500,N/A,N/A
Clusia volubilis,N/A,700,N/A,N/A,N/A,0,N/A
Coccoloba lehmannii,N/A,900,500,N/A,0,0,N/A
Conceveiba terminalis,N/A,300,0,N/A,800,N/A,N/A
Cordia lomatoloba,N/A,0,0,0,2200,N/A,N/A
Cordia lutea,N/A,0,800,1300,0,0,N/A
Cordia ucayaliensis,N/A,200,1700,2400,1600,0,N/A
Cordiera longicaudata,N/A,900,0,N/A,N/A,N/A,N/A
Cornus peruviana,N/A,1100,2100,1300,1800,700,N/A
Coussarea ecuadorensis,N/A,400,1300,0,0,N/A,N/A
Coussarea hirticalyx,N/A,0,400,800,100,0,N/A
Coussarea klugii,N/A,0,900,700,0,N/A,N/A
Coussarea tenuiflora,N/A,0,0,900,N/A,N/A,N/A
Critoniopsis occidentalis,N/A,1000,600,N/A,0,N/A,N/A
Critoniopsis tungurahuae,N/A,0,0,N/A,N/A,N/A,N/A
Croton floccosus,N/A,200,2000,N/A,N/A,N/A,N/A
Croton glabellus,N/A,0,N/A,500,N/A,0,N/A
Croton niveus,N/A,0,N/A,N/A,N/A,N/A,N/A
Croton sampatik,N/A,0,200,600,900,0,N/A
Croton tessmannii,N/A,0,800,2700,800,100,N/A
Cupania livida,N/A,1500,0,N/A,0,N/A,N/A
Cupania rubiginosa,N/A,0,N/A,N/A,1700,N/A,N/A
Cupania rufescens,N/A,0,0,0,N/A,N/A,N/A
Cyathea austropallescens,N/A,0,N/A,N/A,1500,600,N/A
Cyathea brunnescens,N/A,1300,0,N/A,0,N/A,N/A
Cyathea corallifera,N/A,1800,0,N/A,N/A,N/A,N/A
Cyathea cystolepis,N/A,1700,0,200,300,N/A,N/A
Cyathea obnoxia,N/A,0,100,600,0,0,N/A
Cyathea planadae,N/A,700,1200,200,700,1200,N/A
Dacryodes belemensis,N/A,0,0,0,0,300,N/A
Dacryodes cupularis,N/A,0,600,N/A,N/A,N/A,N/A
Dacryodes peruviana,N/A,300,1200,200,0,N/A,N/A
Daphnopsis equatorialis,N/A,700,1600,N/A,N/A,N/A,N/A
Dendropanax cuneatus,N/A,0,200,100,1000,1300,N/A
Dendropanax macrocarpus,N/A,500,0,N/A,N/A,N/A,N/A
Dendropanax umbellatus,N/A,0,0,1800,1700,0,N/A
Dendrophorbium lloense,N/A,0,2200,N/A,N/A,N/A,N/A
Dendrophorbium tipocochense,N/A,900,2200,N/A,N/A,N/A,N/A
Deprea subtriflora,N/A,0,0,2600,700,N/A,N/A
Dimorphandra macrostachya,N/A,900,0,N/A,N/A,N/A,N/A
Diplotropis martiusii,N/A,0,200,N/A,0,N/A,N/A
Drypetes amazonica,N/A,0,900,500,1000,600,N/A
Duroia laevis,N/A,300,0,N/A,N/A,N/A,N/A
Ecclinusa ramiflora,N/A,800,300,N/A,0,N/A,N/A
Elaeagia ecuadorensis,N/A,500,800,1200,100,N/A,N/A
Elaeoluma glabrescens,N/A,0,100,N/A,0,N/A,N/A
Endlicheria formosa,N/A,800,2100,1100,1600,0,N/A
Endlicheria gracilis,N/A,0,100,1000,400,0,N/A
Endlicheria krukovii,N/A,300,900,800,1700,N/A,N/A
Endlicheria metallica,N/A,800,1500,2000,700,900,N/A
Endlicheria sericea,N/A,100,2100,N/A,200,0,N/A
Endlicheria tessmannii,N/A,0,300,N/A,0,N/A,N/A
Eriotheca globosa,N/A,200,0,N/A,800,0,N/A
Eriotheca macrophylla,N/A,0,100,0,1400,700,N/A
Erythrina amazonica,N/A,800,800,N/A,2200,N/A,N/A
Erythrina ulei,N/A,0,600,0,1300,1100,N/A
Erythroxylum hondense,N/A,0,N/A,N/A,N/A,N/A,N/A
Erythroxylum squamatum,N/A,800,1500,500,1400,N/A,N/A
Eschweilera andina,N/A,200,1800,200,1100,100,N/A
Eschweilera bracteosa,N/A,400,200,400,0,N/A,N/A
Eschweilera panamensis,N/A,0,N/A,N/A,N/A,N/A,N/A
Eschweilera rimbachii,N/A,1300,900,N/A,N/A,N/A,N/A
Eugenia anastomosans,N/A,700,200,1900,N/A,N/A,N/A
Eugenia crassimarginata,N/A,1100,1800,N/A,N/A,N/A,N/A
Eugenia dittocrepis,N/A,1400,0,N/A,0,N/A,N/A
Eugenia muricata,N/A,0,600,1800,2200,0,N/A
Euplassa duquei,N/A,1800,N/A,N/A,N/A,N/A,N/A
Faramea ampla,N/A,0,0,N/A,N/A,N/A,N/A
Faramea anisocalyx,N/A,0,900,1400,1300,300,N/A
Faramea bangii,N/A,0,1000,2200,2000,500,N/A
Faramea calyptrata,N/A,1600,800,N/A,N/A,N/A,N/A
Faramea cuspidata,N/A,0,N/A,N/A,N/A,N/A,N/A
Faramea fragrans,N/A,100,0,N/A,N/A,N/A,N/A
Faramea langlassei,N/A,1000,800,N/A,N/A,N/A,N/A
Faramea parvibractea,N/A,1200,1200,N/A,0,N/A,N/A
Faramea torquata,N/A,0,600,600,1000,0,N/A
Ferdinandusa chlorantha,N/A,900,1800,1500,1400,1300,N/A
Ferdinandusa guainiae,N/A,0,300,N/A,N/A,N/A,N/A
Ferdinandusa loretensis,N/A,300,900,700,600,N/A,N/A
Ficus carchiana,N/A,0,100,N/A,N/A,N/A,N/A
Ficus coerulescens,N/A,0,0,500,1600,1000,N/A
Ficus eximia,N/A,1100,0,200,1500,1300,0
Ficus gomelleira,N/A,200,300,2200,1600,1100,N/A
Ficus krukovii,N/A,100,1300,300,900,N/A,N/A
Ficus mathewsii,N/A,1200,0,1300,600,700,0
Ficus trapezicola,N/A,0,1300,600,400,N/A,N/A
Ficus trigona,N/A,1800,2000,1700,2800,1600,0
Garcinia macrophylla,N/A,1700,1600,900,1400,1100,N/A
Geissanthus ambigua,N/A,200,1800,2300,2700,2800,N/A
Alseis peruviana,N/A,0,N/A,300,300,0,N/A
Alsophila cuspidata,N/A,1100,1000,1700,1800,1200,N/A
Amanoa oblongifolia,N/A,200,200,N/A,0,800,N/A
Ampelocera longissima,N/A,0,1000,N/A,N/A,N/A,N/A
Amyris ignea,N/A,0,N/A,N/A,N/A,N/A,N/A
Anacardium giganteum,N/A,400,0,0,N/A,N/A,N/A
Andira chigorodensis,N/A,0,N/A,N/A,N/A,N/A,N/A
Andira multistipula,N/A,0,400,500,300,N/A,N/A
Aniba canelilla,N/A,200,0,N/A,600,N/A,N/A
Aniba coto,N/A,300,1100,100,400,2000,N/A
Aniba riparia,N/A,0,2000,100,0,0,N/A
Annona amazonica,N/A,0,0,700,0,N/A,N/A
Annona ambotay,N/A,500,1000,200,600,N/A,N/A
Annona cuspidata,N/A,0,100,300,500,0,N/A
Annona deceptrix,N/A,900,100,N/A,N/A,N/A,N/A
Geissanthus pichinchae,N/A,0,2300,N/A,N/A,N/A,N/A
Geissanthus vanderwerffii,N/A,0,1600,N/A,N/A,N/A,N/A
Geoffroea spinosa,N/A,0,800,0,1900,200,N/A
Graffenrieda intermedia,N/A,800,900,1300,0,200,N/A
Grias peruviana,N/A,500,2000,700,1200,N/A,N/A
Grias theobromicarpa,N/A,0,N/A,N/A,N/A,N/A,N/A
Grosvenoria rimbachii,N/A,400,600,N/A,N/A,N/A,N/A
Guapira pubescens,N/A,500,N/A,N/A,N/A,N/A,N/A
Guarea cartaguenya,N/A,1500,400,N/A,N/A,N/A,N/A
Guarea gomma,N/A,1200,900,100,1300,100,N/A
Guarea purusana,N/A,0,1500,300,400,0,N/A
Guarea pyriformis,N/A,0,N/A,0,N/A,N/A,N/A
Guarea silvatica,N/A,800,1400,N/A,500,N/A,N/A
Guatteria glauca,N/A,200,1100,1700,2400,700,N/A
Guatteria hyposericea,N/A,0,N/A,N/A,0,N/A,N/A
Guatteria pichinchae,N/A,0,0,N/A,N/A,N/A,N/A
Guatteria venosa,N/A,400,1000,N/A,N/A,N/A,N/A
Handroanthus impetiginosus,N/A,0,0,200,900,1600,1000
Handroanthus obscurus,N/A,0,100,N/A,0,N/A,N/A
Haydenoxylon gentryi,N/A,1100,1400,N/A,N/A,N/A,N/A
Hebepetalum humiriifolium,N/A,200,400,500,700,N/A,N/A
Hedyosmum anisodorum,N/A,300,1900,0,1700,N/A,N/A
Hedyosmum sprucei,N/A,1700,2700,1500,800,N/A,N/A
Hedyosmum tepuiense,N/A,100,N/A,N/A,1500,N/A,N/A
Heisteria asplundii,N/A,700,900,N/A,N/A,N/A,N/A
Heisteria duckei,N/A,0,200,N/A,0,N/A,N/A
Heisteria latifolia,N/A,0,1800,N/A,N/A,N/A,N/A
Heisteria pacifica,N/A,500,0,N/A,N/A,N/A,N/A
Heliconia nigripraefixa,N/A,200,500,N/A,N/A,N/A,N/A
Henriettea verrucosa,N/A,500,800,0,0,0,N/A
Herrania balaensis,N/A,300,200,N/A,N/A,N/A,N/A
Hieronyma scabra,N/A,1300,N/A,N/A,0,0,N/A
Hirtella bicornis,N/A,200,600,300,700,0,N/A
Hirtella eriandra,N/A,0,0,0,100,N/A,N/A
Hirtella macrophylla,N/A,400,100,200,N/A,N/A,N/A
Huertea glandulosa,N/A,1100,2100,2300,2300,N/A,N/A
Ilex acutidenticulata,N/A,0,N/A,N/A,0,N/A,N/A
Ilex andicola,N/A,0,1500,N/A,700,800,N/A
Inga auristellae,N/A,100,400,300,1000,N/A,N/A
Inga bourgonii,N/A,0,1500,900,2000,1000,N/A
Inga chartacea,N/A,1100,1400,300,1100,200,N/A
Inga cordatoalata,N/A,200,300,N/A,800,N/A,N/A
Inga cordistipula,N/A,0,N/A,N/A,N/A,N/A,N/A
Inga fendleriana,N/A,0,500,N/A,1400,1200,N/A
Inga feuillei,N/A,700,1100,1300,1900,900,N/A
Inga glomeriflora,N/A,0,0,N/A,N/A,N/A,N/A
Inga lopadadenia,N/A,1000,0,900,1200,0,N/A
Inga multicaulis,N/A,0,800,N/A,N/A,N/A,N/A
Inga multijuga,N/A,1300,0,N/A,1300,N/A,N/A
Inga multinervis,N/A,1300,1200,0,1200,0,N/A
Inga pruriens,N/A,300,700,600,200,N/A,N/A
Inga setosa,N/A,0,100,N/A,1900,1800,N/A
Inga silanchensis,N/A,300,1600,N/A,N/A,N/A,N/A
Inga stenoptera,N/A,400,1200,2700,1100,200,N/A
Inga striata,N/A,0,1600,1700,2100,2300,N/A
Inga tomentosa,N/A,0,0,0,2200,1300,N/A
Iochroma calycinum,N/A,0,1400,0,N/A,N/A,N/A
Iryanthera juruensis,N/A,500,1000,3400,1100,600,N/A
Iryanthera lancifolia,N/A,700,800,800,0,N/A,N/A
Ixora panurensis,N/A,1000,1600,100,N/A,N/A,N/A
Jacaranda glabra,N/A,500,600,800,2400,1400,N/A
Jacaranda macrocarpa,N/A,100,500,300,N/A,N/A,N/A
Jacaratia chocoensis,N/A,0,N/A,N/A,600,N/A,N/A
Jacaratia digitata,N/A,1000,1500,700,1200,2100,N/A
Kotchubaea sericantha,N/A,0,400,N/A,0,N/A,N/A
Lacistema nena,N/A,0,900,600,800,800,N/A
Ladenbergia macrophylla,N/A,0,N/A,N/A,N/A,N/A,N/A
Leonia crassa,N/A,300,900,400,1000,800,N/A
Leonia occidentalis,N/A,0,800,N/A,N/A,N/A,N/A
Licania canescens,N/A,500,400,400,0,0,N/A
Licania harlingii,N/A,0,900,400,600,0,N/A
Licania incana,N/A,800,N/A,N/A,N/A,0,N/A
Licania octandra,N/A,0,0,300,100,N/A,N/A
Licaria canella,N/A,0,2000,2000,1300,0,N/A
Licaria cannella,N/A,0,2000,2000,1300,0,N/A
Ligustrum lucidum,N/A,600,N/A,N/A,N/A,2000,N/A
Lippia americana,N/A,0,0,0,N/A,N/A,N/A
Macrolobium gracile,N/A,1200,1500,500,700,N/A,N/A
Macrolobium limbatum,N/A,300,200,200,200,N/A,N/A
Magnolia gilbertoi,N/A,400,0,N/A,N/A,N/A,N/A
Maquira calophylla,N/A,600,2000,300,700,0,N/A
Matayba peruviana,N/A,800,500,1700,1000,N/A,N/A
Matayba purgans,N/A,300,0,200,300,N/A,N/A
Matisia coloradorum,N/A,0,100,N/A,N/A,N/A,N/A
Matisia cornu-copiae,N/A,1400,0,N/A,N/A,N/A,N/A
Matisia giacomettoi,N/A,500,200,N/A,N/A,N/A,N/A
Matisia malacocalyx,N/A,1100,1000,N/A,700,N/A,N/A
Mauria simplicifolia,N/A,2500,900,3000,N/A,N/A,N/A
Mayna suaveolens,N/A,0,N/A,N/A,N/A,N/A,N/A
Meliosma boliviensis,N/A,300,1400,0,2000,300,N/A
Meliosma echeverryana,N/A,500,0,0,N/A,N/A,N/A
Meliosma herbertii,N/A,0,2200,1500,1700,900,N/A
Meliosma peytonii,N/A,0,1200,1100,1100,0,N/A
Annona hypoglauca,N/A,500,400,100,200,0,N/A
Anthodiscus klugii,N/A,0,1000,300,900,N/A,N/A
Aphelandra acanthus,N/A,1800,1100,N/A,N/A,N/A,N/A
Aspidosperma cruentum,N/A,0,N/A,N/A,0,N/A,N/A
Aspidosperma macrocarpon,N/A,0,N/A,100,1200,400,N/A
Aspidosperma schultesii,N/A,500,900,700,500,N/A,N/A
Asplundia schizotepala,N/A,0,300,400,900,N/A,N/A
Astronium lecointei,N/A,200,0,0,1100,0,N/A
Meliosma schlimii,N/A,300,0,0,1300,N/A,N/A
Meliosma vasquezii,N/A,0,500,0,1100,1700,N/A
Meriania maxima,N/A,1100,900,N/A,N/A,N/A,N/A
Meriania pichinchensis,N/A,0,500,N/A,N/A,N/A,N/A
Meriania rigida,N/A,0,2200,500,N/A,N/A,N/A
Miconia acutifolia,N/A,500,200,N/A,N/A,100,N/A
Miconia aristata,N/A,100,N/A,N/A,0,N/A,N/A
Miconia aulocalyx,N/A,0,0,700,1700,N/A,N/A
Miconia calvescens,N/A,600,2000,1700,2400,1800,900
Miconia clathrantha,N/A,600,1000,400,0,0,N/A
Miconia corymbiformis,N/A,600,1200,N/A,N/A,N/A,N/A
Miconia crassinervia,N/A,0,N/A,N/A,0,N/A,N/A
Miconia dapsiliflora,N/A,0,600,N/A,N/A,N/A,N/A
Miconia divergens,N/A,0,0,N/A,N/A,N/A,N/A
Miconia elongata,N/A,0,N/A,900,2500,1700,N/A
Miconia explicita,N/A,300,100,N/A,N/A,N/A,N/A
Miconia glaucescens,N/A,200,1700,0,0,N/A,N/A
Miconia juruensis,N/A,100,0,100,0,0,N/A
Miconia lasiocalyx,N/A,300,1500,400,1600,400,N/A
Miconia micropetala,N/A,1200,1000,0,1700,800,N/A
Miconia myriantha,N/A,200,100,200,0,600,N/A
Miconia orescia,N/A,300,N/A,N/A,N/A,N/A,N/A
Miconia pustulata,N/A,1200,700,N/A,N/A,N/A,N/A
Miconia rivetii,N/A,1100,2000,N/A,300,N/A,N/A
Miconia rupticalyx,N/A,0,300,N/A,N/A,200,N/A
Miconia smithii,N/A,0,N/A,N/A,N/A,N/A,N/A
Micropholis grandiflora,N/A,0,0,N/A,N/A,N/A,N/A
Minquartia guianensis,N/A,1100,2000,1300,1200,N/A,N/A
Mollinedia killipii,N/A,100,2000,1700,1000,1000,N/A
Monnina pseudopilosa,N/A,600,2100,N/A,N/A,N/A,N/A
Morus alba,N/A,1200,0,N/A,0,0,0
Myrcia egensis,N/A,0,N/A,0,N/A,N/A,N/A
Myrcia neesiana,N/A,600,1400,2200,1100,0,N/A
Myrcianthes alaternifolia,N/A,900,0,N/A,N/A,N/A,N/A
Myroxylon peruiferum,N/A,0,0,0,600,1000,1000
Myrsine oligophylla,N/A,0,N/A,1700,1600,0,N/A
Naucleopsis chiguila,N/A,0,1500,N/A,N/A,N/A,N/A
Naucleopsis concinna,N/A,300,0,400,0,N/A,N/A
Naucleopsis krukovii,N/A,800,300,200,1000,0,N/A
Nealchornea yapurensis,N/A,400,1100,800,1300,N/A,N/A
Nectandra acuminata,N/A,0,0,0,0,N/A,N/A
Nectandra cissiflora,N/A,0,1800,1600,2400,2000,N/A
Nectandra discolor,N/A,0,0,1400,N/A,0,N/A
Nectandra longifolia,N/A,300,1300,1800,1700,1600,N/A
Nectandra obtusata,N/A,900,1400,1000,500,0,N/A
Neea floribunda,N/A,200,400,600,1400,400,N/A
Neea macrophylla,N/A,600,700,800,1300,1400,N/A
Neea ovalifolia,N/A,0,1200,700,1800,1200,N/A
Neea spruceana,N/A,500,1300,1300,1100,0,N/A
Ocotea costulata,N/A,0,500,300,1700,N/A,N/A
Ocotea cuneifolia,N/A,0,1200,1600,1900,N/A,N/A
Ocotea floccifera,N/A,500,1400,N/A,N/A,N/A,N/A
Ocotea infrafoveolata,N/A,500,2300,N/A,N/A,N/A,N/A
Ocotea jelskii,N/A,0,N/A,0,1200,1100,N/A
Ocotea karsteniana,N/A,400,0,0,0,N/A,N/A
Ocotea oreophila,N/A,0,0,N/A,N/A,N/A,N/A
Ocotea pacifica,N/A,0,200,N/A,N/A,N/A,N/A
Ocotea pichinchensis,N/A,0,100,N/A,N/A,N/A,N/A
Ocotea rufa,N/A,1100,N/A,N/A,N/A,N/A,N/A
Ocotea rugosa,N/A,200,200,N/A,N/A,N/A,N/A
Oenocarpus mapora,N/A,2900,900,900,1900,N/A,N/A
Oreocallis grandiflora,N/A,0,2000,3100,1900,N/A,N/A
Oreopanax ecuadorensis,N/A,400,1600,N/A,N/A,N/A,N/A
Oreopanax grandifolius,N/A,1900,100,N/A,N/A,N/A,N/A
Oreopanax palamophyllus,N/A,100,2100,N/A,N/A,N/A,N/A
Ormosia coarctata,N/A,400,N/A,0,100,N/A,N/A
Otoba glycycarpa,N/A,400,1800,1400,1400,0,N/A
Otoba parvifolia,N/A,1000,1600,2400,1500,700,N/A
Ouratea amplifolia,N/A,400,0,200,300,N/A,N/A
Ouratea pendula,N/A,0,100,500,100,0,N/A
Oxandra polyantha,N/A,0,100,0,200,N/A,N/A
Palicourea acanthacea,N/A,700,0,N/A,N/A,N/A,N/A
Palicourea calophlebia,N/A,400,600,N/A,N/A,N/A,N/A
Palicourea lineata,N/A,1500,2100,1500,1700,N/A,N/A
Palicourea palenquensis,N/A,1500,1500,N/A,N/A,N/A,N/A
Palicourea sodiroi,N/A,600,1100,N/A,N/A,N/A,N/A
Palicourea subscandens,N/A,0,700,200,N/A,N/A,N/A
Palicourea tinctoria,N/A,200,1400,2200,1500,900,N/A
Panopsis megistosperma,N/A,600,0,N/A,N/A,N/A,N/A
Parinari chocoensis,N/A,0,N/A,N/A,N/A,N/A,N/A
Pentacalia oronocensis,N/A,0,1400,1600,1900,2200,N/A
Pentagonia clementinensis,N/A,0,1200,N/A,N/A,N/A,N/A
Pentagonia williamsii,N/A,0,300,300,0,N/A,N/A
Pera tomentosa,N/A,500,N/A,N/A,0,N/A,N/A
